syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_open0,syl_open1,syl_open2,syl_phoncat0,syl_phoncat1,syl_phoncat2,onset_phoncat0,onset_phoncat1,onset_phoncat2,koda_phoncat0,koda_phoncat1,koda_phoncat2,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,syl_len0,syl_len1,syl_len2,koda_len0,koda_len1,koda_len2,onset_len0,onset_len1,onset_len2,nucleus_len0,nucleus_len1,nucleus_len2,syl_cv0,syl_cv1,syl_cv2,cv_ratio0,cv_ratio1,cv_ratio2,pos,comp_struct,nomen,comp_len,Word,stress_class
nen,ø,n,en,nen,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,13,12,3,6,4,0,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vermeinen,paenultima
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,noacc,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,17,13,3,4,4,1,light,heavy,light,c,c,c,CKC,ø,CKC,C,C,C,C,CC,C,K,D,K,3,5,4,1,2,1,1,1,1,1,2,1,CVC,ø,CVC,2,1,2,A,V,F,1,vermeintlich,paenultima
gen,ø,n,en,gen,ngen,engen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,12,3,4,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermengen,paenultima
gung,ø,g,ng,ung,gung,ø,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,14,3,4,4,1,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vermengung,paenultima
ken,ø,n,en,ken,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermerken,paenultima
sen,ø,n,en,sen,ssen,essen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermessen,paenultima
sung,ø,g,ng,ung,sung,ssung,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,12,3,4,4,0,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vermessung,paenultima
sen,ø,n,en,sen,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,A,F,1,vermiesen,paenultima
ten,ø,n,en,ten,eten,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vermieten,paenultima
ter,ø,r,er,ter,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,11,3,5,3,0,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Vermieter,paenultima
tung,ø,g,ng,ung,tung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,12,3,5,4,0,light,light,light,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Vermietung,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,ø,11,11,12,3,5,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verminen,paenultima
dern,ø,n,rn,ern,dern,ndern,C,CC,KCC,CKCC,CCKCC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,14,14,3,4,3,1,light,light,schwa,c,c,c,CKC,CKC,CKCC,C,C,C,C,C,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,V,F,1,vermindern,paenultima
nung,ø,g,ng,ung,nung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,11,14,3,5,4,1,light,light,light,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Verminung,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermischen,paenultima
ø,ø,g,ng,ung,hung,chung,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,12,3,5,4,0,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,6,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vermischung,paenultima
sen,ø,n,en,sen,ssen,issen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermissen,paenultima
te,ø,e,te,ø,ø,ø,K,CK,CCK,KCCK,CKCCK,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,ø,11,12,7,3,4,3,-2,light,light,schwa,c,c,o,CKC,CKC,CK,C,C,C,C,C,,K,K,K,3,3,2,1,1,0,1,1,1,1,1,1,CVC,CVC,CV,2,2,1,N,F,T,1,Vermisste,paenultima
ø,ø,n,ln,eln,ø,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,14,3,5,3,1,light,light,schwa,c,c,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,3,4,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,N,F,1,vermitteln,paenultima
ø,ø,t,st,ø,ø,ø,C,CC,ø,ø,ø,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,13,3,5,2,1,light,light,schwa,c,c,c,CKC,CK,ø,C,C,C,C,,CCC,K,K,K,3,3,5,1,1,3,1,1,1,1,1,1,CVC,CVC,ø,2,2,4,X,ø,F,1,vermittelst,paenultima
ler,ler,r,er,ler,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,15,3,5,3,2,light,light,schwa,c,c,c,CKC,CK,CCKC,C,C,CC,C,,C,K,K,K,3,4,3,1,1,1,1,1,2,1,1,1,CVC,CVC,CCVC,2,2,3,N,V,T,1,Vermittler,paenultima
lung,ø,g,ng,ung,lung,ø,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,16,3,5,4,2,light,light,light,c,c,c,CKC,CK,CCKC,C,C,CC,C,,C,K,K,K,3,4,4,1,1,1,1,1,2,1,1,1,CVC,CVC,CCVC,2,2,3,N,V,T,1,Vermittlung,paenultima
ø,ø,n,ln,eln,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,14,3,4,3,1,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,2,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,N,F,1,vermoebeln,paenultima
dern,ø,n,rn,ern,dern,ø,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,14,3,4,3,1,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,2,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,V,F,1,vermodern,paenultima
gen,ø,n,en,gen,egen,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vermoegen,paenultima
ge,ø,e,ge,ø,ø,ø,K,CK,LCK,CLCK,CCLCK,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,ø,11,9,7,3,4,3,-2,light,light,schwa,c,o,o,CKC,CL,CK,C,C,C,C,,,K,L,K,3,2,2,1,0,0,1,1,1,1,2,1,CVC,CVV,CV,2,0,1,X,ø,F,1,vermoege,paenultima
gen,ø,n,en,gen,egen,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,9,10,3,4,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,F,T,1,Vermoegen,paenultima
ø,ø,t,et,ø,ø,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,8,3,4,2,-2,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,A,N,F,1,vermottet,paenultima
men,ø,n,en,men,mmen,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,12,3,5,4,0,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vermummen,paenultima
ø,ø,g,ng,ung,mung,ø,C,KC,CKC,KCKC,CKCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,14,3,5,4,1,light,light,light,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vermummung,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vermuten,paenultima
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,LCCKC,noacc,ver,ver,v,ve,ver,verm,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,12,13,3,4,4,1,light,light,light,c,c,c,CKC,CLC,CKC,C,C,C,C,C,C,K,L,K,3,3,4,1,1,1,1,1,1,1,2,1,CVC,CVVC,CVC,2,1,2,A,V,F,1,vermutlich,paenultima
tung,ø,g,ng,ung,tung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,12,3,5,4,0,light,light,light,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Vermutung,paenultima
ø,ø,n,ln,eln,geln,ø,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,13,14,3,6,3,1,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,2,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,V,F,1,vernageln,paenultima
ø,ø,t,lt,ø,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,13,12,3,6,3,0,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,2,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,A,F,F,1,vernagelt,paenultima
hen,ø,n,en,hen,ehen,ø,C,KC,LKC,CLKC,CCLKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,9,3,4,4,-1,light,light,schwa,c,o,c,CKC,CL,KC,C,C,,C,,C,K,L,K,3,2,3,1,0,1,1,1,0,1,2,1,CVC,CVV,VC,2,0,1,V,V,F,1,vernaehen,paenultima
ben,ø,n,en,ben,ø,ø,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vernarben,paenultima
bung,ø,g,ng,ung,bung,ø,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,13,12,3,4,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,3,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vernarbung,paenultima
ren,ø,n,en,ren,rren,ø,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,13,3,4,4,1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,3,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vernarren,paenultima
heit,heit,t,it,eit,heit,theit,C,DC,CDC,CCDC,CCCDC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,ø,11,14,12,3,3,4,0,light,heavy,light,c,c,c,CKC,CKCC,CDC,C,C,C,C,CC,C,K,K,D,3,5,4,1,2,1,1,1,1,1,1,2,CVC,CVCC,CVVC,2,3,1,N,F,T,1,Vernarrtheit,paenultima
schen,ø,n,en,hen,chen,schen,C,KC,CKC,KCKC,CKCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,9,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CK,CKC,C,C,C,C,,C,K,K,K,3,2,5,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,vernaschen,paenultima
ø,ø,n,ln,eln,ø,ø,C,CC,KCC,CKCC,LCKCC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,14,3,4,3,1,light,light,schwa,c,o,c,CKC,CL,CKCC,C,C,C,C,,CC,K,L,K,3,2,4,1,0,2,1,1,1,1,2,1,CVC,CVV,CVCC,2,0,3,V,V,F,1,vernebeln,paenultima
men,ø,n,en,men,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,12,3,4,4,0,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vernehmen,paenultima
bar,bar,r,ar,bar,ø,ø,C,LC,CLC,CCLC,LCCLC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,12,15,3,4,5,2,light,light,light,c,c,c,CKC,CLC,CLC,C,C,C,C,C,C,K,L,L,3,4,3,1,1,1,1,1,1,1,2,2,CVC,CVVC,CVVC,2,1,1,A,V,F,1,vernehmbar,paenultima
men,ø,n,en,men,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,ø,11,9,12,3,4,4,0,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,F,T,1,Vernehmen,paenultima
lich,ø,h,ch,ich,lich,ø,C,KC,CKC,CCKC,LCCKC,noacc,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,12,13,3,4,4,1,light,light,light,c,c,c,CKC,CLC,CKC,C,C,C,C,C,C,K,L,K,3,4,4,1,1,1,1,1,1,1,2,1,CVC,CVVC,CVC,2,1,2,A,V,F,1,vernehmlich,paenultima
ø,ø,g,ng,ung,mung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,9,14,3,4,4,1,light,light,light,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Vernehmung,paenultima
gen,ø,n,en,gen,igen,eigen,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,13,10,3,6,3,-1,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verneigen,paenultima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,DCKC,CDCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,13,12,3,6,4,0,light,light,light,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Verneigung,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,DCKC,CDCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,13,12,3,6,4,0,light,light,schwa,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,B,F,1,verneinen,paenultima
nung,ø,g,ng,ung,nung,ø,C,KC,CKC,DCKC,CDCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCD,noacc,11,13,14,3,6,4,1,light,light,light,c,o,c,CKC,CD,CKC,C,C,C,C,,C,K,D,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Verneinung,paenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,12,10,3,4,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,B,F,1,vernichten,paenultima
tung,ø,g,ng,ung,tung,htung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,12,12,3,4,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Vernichtung,paenultima
ø,ø,n,ln,eln,keln,ø,C,CC,KCC,CKCC,KCKCC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,11,14,3,5,3,1,light,light,schwa,c,c,c,CKC,CK,CKCC,C,C,C,C,,CC,K,K,K,3,2,5,1,1,2,1,1,1,1,1,1,CVC,CVC,CVCC,2,2,3,V,N,F,1,vernickeln,paenultima
ten,ø,n,en,ten,eten,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vernieten,paenultima
tung,ø,g,ng,ung,tung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,12,3,5,4,0,light,light,light,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,4,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,N,V,T,1,Vernietung,paenultima
tig,ø,g,ig,tig,ø,ø,C,KC,CKC,CCKC,CCCKC,noacc,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCK,ø,11,15,10,3,3,3,-1,light,heavy,light,c,c,c,CKC,CKCC,CKC,C,C,C,C,CC,C,K,K,K,3,4,3,1,2,1,1,1,1,1,1,1,CVC,CVCC,CVC,2,3,2,A,N,F,1,vernuenftig,paenultima
ten,ø,n,en,ten,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,10,3,5,3,-1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,2,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,vernuten,paenultima
den,ø,n,en,den,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCL,CKCLC,noacc,11,6,10,3,6,3,-1,light,light,schwa,c,o,c,CKC,L,CKC,C,,C,C,,C,K,L,K,3,1,3,1,0,1,1,0,1,1,2,1,CVC,VV,CVC,2,0,2,V,A,F,1,veroeden,paenultima
dung,ø,g,ng,ung,dung,ø,C,KC,CKC,LCKC,CLCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCL,CKCLC,noacc,11,6,12,3,6,4,0,light,light,light,c,o,c,CKC,L,CKC,C,,C,C,,C,K,L,K,3,1,4,1,0,1,1,0,1,1,2,1,CVC,VV,CVC,2,0,2,N,V,T,1,Veroedung,paenultima
nen,ø,n,en,nen,ø,ø,C,KC,CKC,CCKC,CCCKC,ø,ver,ver,v,ve,ver,ø,ø,C,CK,CKC,CKCK,CKCKC,noacc,11,10,13,3,5,3,1,light,light,schwa,c,c,c,CKC,KC,CCKC,C,,CC,C,C,C,K,K,K,3,3,3,1,1,1,1,0,2,1,1,1,CVC,VC,CCVC,2,1,3,V,V,F,1,verordnen,paenultima
nung,ø,g,ng,ung,nung,ø,C,KC,CKC,CCKC,CCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCK,CKCKC,noacc,11,10,15,3,5,3,2,light,light,light,c,c,c,CKC,KC,CCKC,C,,CC,C,C,C,K,K,K,3,3,4,1,1,1,1,0,2,1,1,1,CVC,VC,CCVC,2,1,3,N,V,T,1,Verordnung,paenultima
ren,ø,n,en,ren,ø,ø,C,KC,CKC,LCKC,CLCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCL,noacc,11,11,13,3,5,4,1,light,light,schwa,c,o,c,CKC,CL,CKC,C,C,C,C,,C,K,L,K,3,3,3,1,0,1,1,1,1,1,2,1,CVC,CVV,CVC,2,0,2,V,V,F,1,verpaaren,paenultima
ten,ø,n,en,ten,hten,chten,C,KC,CKC,CCKC,KCCKC,ø,ver,ver,v,ve,ver,verp,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,8,10,3,2,3,-1,light,light,schwa,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,3,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,V,V,F,1,verpachten,paenultima
tung,ø,g,ng,ung,tung,htung,C,KC,CKC,CCKC,KCCKC,ø,Ver,ø,V,Ve,Ver,ø,ø,C,CK,CKC,CKCC,CKCCK,noacc,11,8,12,3,2,4,0,light,light,light,c,c,c,CKC,CKC,CKC,C,C,C,C,C,C,K,K,K,3,4,4,1,1,1,1,1,1,1,1,1,CVC,CVC,CVC,2,2,2,N,V,T,1,Verpachtung,paenultima
