syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,syl0,syl1,syl2,syl3,syl4,syl5,syl6,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,rhyme6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,syl_class6,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,onset_class6,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,koda_class6,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,nucleus_class6,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,nomen,sylcnt,stress_class
4,2,2,4,1,2,5,hoch,in,du,stri,a,li,siert,iert,hoch,A,ø,SS,acc,C,CL,CLC,CLCK,CLCKC,C,CC,LCC,CLCC,LCLCC,ø,CVVC,VC,CVC,CCVV,VC,CVV,CVVCC,1,1,2,1,1,0,1,1,1,1,0,1,0,2,1,0,1,2,0,1,1,2,1,1,2,1,2,2,2,201,1001,201,111,1,11,211,2,3,2,3,4,4,2,-1,CLC,KC,CKC,CCL,K,CL,CLCC,C,,C,CC,,C,C,C,C,C,,,,CC,L,K,K,L,K,L,L,1,1,1,1,1,1,2,F,7,prima
2,2,2,2,1,2,3,Ho,mo,se,xu,a,li,t1t,1t,ø,N,N,AS,ø,C,CL,CLC,CLCL,CLCLC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,CVC,CCVV,VC,CVV,CVVC,0,0,2,1,1,0,1,0,0,1,0,1,0,1,1,1,1,2,0,1,1,2,2,1,2,1,2,2,1,101,1001,101,201,1,11,201,2,3,2,2,4,4,2,-1,CL,CL,CK,CCL,K,CL,CLC,C,C,C,CC,,C,C,,,,,,,C,L,L,K,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
1,3,2,2,2,2,2,I,den,ti,fi,ka,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,2,1,2,2,1,2,2,1,1,1101,101,101,101,101,1001,5,2,3,3,2,3,3,1,L,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,L,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
1,2,1,2,2,3,3,i,de,o,lo,gi,sie,ren,en,ø,V,N,SA,ø,L,LC,LCL,LCLL,LCLLC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVV,VV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,2,2,2,2,2,1,1,1,101,1,11,101,101,1011,5,2,4,3,3,3,3,1,L,CL,L,CL,CL,CL,CKC,,C,,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,3,2,2,2,2,Im,ma,tri,ku,la,ti,on,on,ø,N,R,SA,ø,K,KC,KCK,KCKC,KCKCC,C,LC,LLC,ALLC,KALLC,ø,VC,CVC,CVV,CVV,CVC,CVV,VVC,1,2,0,0,2,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,2,2,1,2,2,1,1,1101,11,101,11,101,1001,5,2,4,3,3,3,3,1,K,CKC,CL,CL,CK,AL,LC,,C,C,C,C,A,,,C,,,,,C,K,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,2,2,4,3,Im,mo,bi,li,en,h1nd,ler,er,ø,N,V,ø,ø,K,KC,KCL,KCLC,KCLCL,C,KC,CKC,CCKC,CCCKC,ø,VC,CVV,CVV,CVV,VC,CVCC,CVC,1,0,0,0,1,3,2,1,0,0,0,1,2,1,0,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1001,101,11,1001,1201,21,5,3,3,4,3,2,3,1,K,CL,CL,CL,KC,CKCC,CKC,,C,C,C,,C,C,,,,,C,CC,C,K,L,L,L,K,K,K,1,1,1,1,0,2,0,T,7,undef
2,3,2,1,2,2,3,Im,per,me,a,bi,li,t1t,1t,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVV,VC,CVV,CVV,CVVC,1,2,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,2,1,2,2,2,1,1001,111,1001,1,101,11,201,3,2,3,4,3,4,2,-1,KC,CKC,CL,K,CL,CL,CLC,,C,C,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,3,3,2,3,In,de,fi,nit,pro,no,men,en,ø,N,AN,SS,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVV,CVV,CVVC,CCVV,CVV,CVC,1,0,0,1,1,0,2,1,0,0,1,0,0,1,0,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1001,101,101,1101,111,1001,2001,3,2,3,2,2,3,2,1,KC,CL,CL,CLC,CCL,CL,CKC,,C,C,C,CC,C,C,C,,,C,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,0,T,7,undef
2,2,3,2,2,2,2,In,de,ter,mi,na,ti,on,on,ø,N,N,AS,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVC,CVV,CVC,CVV,VVC,1,0,2,0,2,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,2,1,2,1,2,2,1,1001,101,111,1001,1001,101,1001,3,2,2,3,3,3,3,1,KC,CL,CKC,CL,CK,AL,LC,,C,C,C,C,A,,C,,C,,,,C,K,L,K,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,1,3,2,6,2,In,di,a,ner,ge,schich,te,e,ø,N,NN,SS,ø,K,KC,KCC,KCCL,KCCLL,K,CK,CCK,KCCK,CKCCK,ø,VC,CVV,VV,CVC,CV,CVC,CV,1,0,0,2,1,2,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1001,101,1,1011,101,201,101,3,3,6,3,2,2,2,-1,KC,CL,L,CKC,CK,CKC,CK,,C,,C,C,C,C,C,,,C,,C,,K,L,L,K,K,K,K,1,1,1,0,0,1,0,T,7,undef
2,2,2,2,1,3,3,In,di,vi,du,a,lis,mus,us,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,LCCKC,noacc,VC,CVV,CVV,CVV,VC,CVVC,CVC,1,0,0,0,1,1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,2,1,1,1001,101,101,101,1,111,1101,3,3,3,3,4,3,2,1,KC,CL,CL,CL,K,CLC,CKC,,C,C,C,,C,C,C,,,,,C,C,K,L,L,L,K,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,2,2,1,2,6,in,di,vi,du,a,li,stisch,isch,ø,A,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,LCCKC,ø,VC,CVV,CVV,CVV,VC,CVVC,CVC,1,0,0,0,1,1,2,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,2,2,2,1,2,1,1,1001,101,101,101,1,111,201,3,3,3,3,4,3,2,-1,KC,CL,CL,CL,K,CLC,CKC,,C,C,C,,C,C,C,,,,,C,C,K,L,L,L,K,L,K,1,1,1,1,1,1,1,F,7,paenultima
2,2,2,2,1,2,3,In,di,vi,du,a,li,t1t,1t,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVV,CVV,VC,CVV,CVVC,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,2,2,2,1,2,2,1,1001,101,101,101,1,11,201,3,3,3,3,4,4,2,-1,KC,CL,CL,CL,K,CL,CLC,,C,C,C,,C,C,C,,,,,,C,K,L,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,2,1,2,2,In,di,vi,du,a,ti,on,on,ø,N,R,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,LLC,ALLC,KALLC,ø,VC,CVV,CVV,CVV,VC,CVV,VVC,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,1,2,2,2,1,2,2,1,1001,101,101,101,1,101,1001,3,3,3,3,4,3,3,-1,KC,CL,CL,CL,K,AL,LC,,C,C,C,,A,,C,,,,,,C,K,L,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,3,2,3,2,2,3,In,duk,ti,ons,ap,pa,rat,at,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,KCLC,CKCLC,ø,VC,CVC,CVV,VVCC,VC,CVC,CVVC,1,2,0,1,1,2,1,1,1,0,2,1,1,1,0,1,1,0,0,1,1,1,1,2,2,1,1,2,2,1001,201,101,1101,1,101,111,3,2,3,2,4,2,3,-1,KC,CKC,AL,LCC,K,CK,CLC,,C,A,,,C,C,C,C,,CC,,,C,K,K,L,L,K,K,L,1,1,1,2,1,1,1,T,7,undef
2,2,4,1,2,3,3,in,du,stri,a,li,sie,ren,en,ø,V,N,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVV,VC,CVV,CVV,CVC,1,2,1,1,0,0,2,1,1,0,1,0,0,1,0,1,2,0,1,1,1,1,1,2,1,2,2,1,1,1001,201,111,1,11,101,1011,3,2,3,4,4,3,3,-1,KC,CKC,CCL,K,CL,CL,CKC,,C,CC,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,4,1,2,3,4,In,du,stri,a,li,sie,rung,ung,ø,N,V,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVV,VC,CVV,CVV,CVC,1,2,1,1,0,0,2,1,1,0,1,0,0,1,0,1,2,0,1,1,1,1,1,2,1,2,2,1,1,1001,201,111,1,11,101,1011,3,2,3,4,4,3,3,-1,KC,CKC,CCL,K,CL,CL,CKC,,C,CC,,C,C,C,C,C,,,,,C,K,K,L,K,L,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,5,2,3,3,3,In,du,strie,un,ter,neh,men,en,ø,N,NN,SS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CCVV,VC,CVC,CVV,CVC,1,2,1,1,2,0,2,1,1,0,1,1,0,1,0,1,2,0,1,1,1,1,1,2,1,1,2,1,2,1001,201,111,1001,111,1001,2001,3,2,3,3,2,3,2,1,KC,CKC,CCL,KC,CKC,CL,CKC,,C,CC,,C,C,C,C,C,,C,C,,C,K,K,L,K,K,L,K,1,1,1,1,0,1,0,T,7,undef
2,3,2,2,3,3,6,In,for,ma,ti,ons,aus,tausch,ausch,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,DCCDC,ø,VC,CVC,CVC,CVV,VVCC,VVC,CVVC,1,2,2,0,1,0,1,1,1,1,0,2,1,1,0,1,1,1,0,0,1,1,1,1,2,2,2,2,2,1001,111,1001,101,1101,101,201,3,2,3,3,2,3,2,-1,KC,CKC,CK,AL,LCC,DC,CDC,,C,C,A,,,C,C,C,,,CC,C,C,K,K,K,L,L,D,D,1,1,1,1,2,1,1,T,7,antepaenultima
2,3,2,2,3,4,2,In,for,ma,ti,ons,q2el,le,e,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,K,CK,KCK,CKCK,CCKCK,ø,VC,CVC,CVC,CVV,VVCC,CCVC,CV,1,2,2,0,1,3,1,1,1,1,0,2,1,0,0,1,1,1,0,2,1,1,1,1,2,2,1,1,2,1001,111,1001,101,1101,201,11,3,2,3,3,2,2,3,-1,KC,CKC,CK,AL,LCC,CCK,CK,,C,C,A,,CC,C,C,C,,,CC,,,K,K,K,L,L,K,K,1,1,1,1,2,1,0,T,7,antepaenultima
2,3,2,2,3,2,4,In,for,ma,ti,ons,sy,stem,em,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,CCLC,KCCLC,ø,VC,CVC,CVC,CVV,VVCC,CVC,CVVC,1,2,2,0,1,2,1,1,1,1,0,2,1,1,0,1,1,1,0,1,1,1,1,1,2,2,1,2,2,1001,111,1001,101,1101,201,1101,3,2,3,3,2,2,2,1,KC,CKC,CK,AL,LCC,CKC,CLC,,C,C,A,,C,C,C,C,,,CC,C,C,K,K,K,L,L,K,L,1,1,1,1,2,1,1,T,7,antepaenultima
2,3,2,2,3,4,5,in,for,ma,ti,ons,tech,nisch,isch,ø,A,NA,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVC,CVV,VVCC,CVC,CVC,1,2,2,0,1,2,2,1,1,1,0,2,1,1,0,1,1,1,0,1,1,1,1,1,2,2,1,1,2,1001,111,1001,101,1101,201,1101,3,2,3,3,2,2,2,1,KC,CKC,CK,AL,LCC,CKC,CKC,,C,C,A,,C,C,C,C,,,CC,C,C,K,K,K,L,L,K,K,1,1,1,1,2,1,1,F,7,antepaenultima
1,2,2,2,4,3,2,I,ni,ti,al,buch,sta,be,e,ø,N,NN,SS,ø,L,LC,LCL,LCLA,LCLAL,K,CK,LCK,CLCK,CCLCK,ø,VV,CVV,CVV,VVC,CVVC,CCVV,CV,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,2,1,2,2,2,2,2,2,1,2,1,1001,101,11,201,201,101,5,3,3,4,2,2,2,-1,L,CL,AL,LC,CLC,CCL,CK,,C,A,,C,CC,C,,,,C,C,,,L,L,L,L,L,L,K,1,1,1,1,1,1,0,T,7,undef
2,3,2,2,3,2,2,In,nen,mi,ni,ste,ri,um,um,ø,N,ø,SS,ø,K,KC,KCK,KCKC,KCKCC,C,KC,LKC,CLKC,LCLKC,ø,VC,CVC,CVV,CVC,CVV,CVV,VC,1,2,0,2,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,2,1,2,2,1,2,1,2001,1001,1101,101,11,1001,5,2,3,2,2,4,3,-1,K,CKC,CL,CKC,CL,CL,KC,,C,C,C,C,C,,,C,,C,,,C,K,K,L,K,L,L,K,1,0,1,1,1,1,1,T,7,prima
2,3,2,2,3,2,5,In,qui,si,ti,ons,ge,richt,icht,ø,N,NN,SAS,ø,K,KC,KCC,KCCC,KCCCL,C,CC,KCC,CKCC,KCKCC,ø,VC,CCVV,CVV,CVV,VVCC,CV,CVCC,1,1,0,0,1,1,3,1,0,0,0,2,0,2,0,2,1,1,0,1,1,1,2,2,2,2,1,1,2,1001,201,101,101,1101,101,211,3,2,3,3,2,2,2,-1,KC,CCL,CL,AL,LCC,CK,CKCC,,CC,C,A,,C,C,C,,,,CC,,CC,K,L,L,L,L,K,K,1,1,1,1,2,0,2,T,7,antepaenultima
2,3,3,2,1,3,3,In,tel,lek,tu,a,lis,mus,us,ø,N,N,SAA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVC,CVC,CVV,VC,CVC,CVC,1,2,2,0,1,2,2,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1001,101,111,101,1,111,1101,3,2,2,3,4,3,2,1,KC,CK,CKC,CL,K,CKC,CKC,,C,C,C,,C,C,C,,C,,,C,C,K,K,K,L,K,K,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,3,3,3,3,2,in,te,res,san,ter,wei,se,e,ø,ADV,A,SA,ø,K,KC,KCC,KCCK,KCCKC,K,CK,DCK,CDCK,CCDCK,ø,VC,CV,CVC,CVC,CVC,CVV,CV,1,1,2,2,2,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1001,101,11,1101,111,101,101,3,2,3,2,2,3,2,-1,KC,CK,CK,CKC,CKC,CD,CK,,C,C,C,C,C,C,C,,,C,C,,,K,K,K,K,K,D,K,1,0,1,1,0,1,0,F,7,undef
2,2,3,2,2,3,4,In,te,res,se,lo,sig,keit,eit,ø,N,A,SAA,ø,K,KC,KCC,KCCK,KCCKC,C,DC,CDC,CCDC,KCCDC,ø,VC,CV,CVC,CV,CVV,CVC,CVVC,1,1,2,1,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1001,101,11,101,11,201,201,3,2,3,2,3,2,2,-1,KC,CK,CK,CK,CL,CKC,CDC,,C,C,C,C,C,C,C,,,,,C,C,K,K,K,K,L,K,D,1,0,1,0,1,1,1,T,7,undef
2,2,3,3,2,4,6,In,te,res,sen,ge,mein,schaft,aft,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CV,CVC,CVC,CV,CVVC,CVCC,1,1,2,2,1,1,3,1,0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1001,101,11,1101,101,2001,301,3,2,3,2,2,3,1,1,KC,CK,CK,CKC,CK,CDC,CKCC,,C,C,C,C,C,C,C,,,C,,C,CC,K,K,K,K,K,D,K,1,0,1,0,0,1,2,T,7,undef
2,2,3,3,3,3,4,In,te,res,sen,ver,tre,tung,ung,ø,N,NV,ø,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CV,CVC,CVC,CVC,CCVV,CVC,1,1,2,2,2,1,2,1,0,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1001,101,11,1101,111,111,1101,3,2,3,2,2,2,2,1,KC,CK,CK,CKC,CKC,CCL,CKC,,C,C,C,C,CC,C,C,,,C,C,,C,K,K,K,K,K,L,K,1,0,1,0,1,1,1,T,7,undef
2,3,2,2,1,2,2,In,ter,na,ti,o,na,le,e,ø,N,F,S,ø,K,KC,KCC,KCCK,KCCKC,K,CK,LCK,CLCK,LCLCK,ø,VC,CVC,CVC,CVV,VV,CVV,CV,1,2,2,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,1,1,1001,111,1001,101,1,1001,11,3,2,3,3,4,4,3,-1,KC,CKC,CK,AL,L,CL,CK,,C,C,A,,C,C,C,C,,,,,,K,K,K,L,L,L,K,1,0,1,1,1,1,0,T,7,paenultima
2,3,3,2,3,2,5,in,ter,par,la,men,ta,risch,isch,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,LCKC,CLCKC,ø,VC,CVC,CVC,CVC,CVC,CVV,CVC,1,2,2,2,2,0,2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1001,111,111,11,2001,101,111,3,2,2,3,2,3,3,-1,KC,CKC,CKC,CK,CKC,CL,CKC,,C,C,C,C,C,C,C,C,C,,C,,C,K,K,K,K,K,L,K,1,0,1,1,1,1,1,F,7,prima
2,3,2,2,1,2,3,In,ter,se,xu,a,li,t1t,1t,ø,N,N,AS,ø,K,KC,KCC,KCCK,KCCKC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVC,CVC,CCVV,VC,CVV,CVVC,1,2,2,1,1,0,1,1,1,1,0,1,0,1,0,1,1,2,0,1,1,1,1,1,2,1,2,2,1,1001,111,101,201,1,11,201,3,2,2,2,4,4,2,-1,KC,CKC,CK,CCL,K,CL,CLC,,C,C,CC,,C,C,C,C,,,,,C,K,K,K,L,K,L,L,1,0,1,1,1,1,1,T,7,ultima
2,3,3,2,2,2,2,in,ter,ter,ri,to,ri,al,al,ø,A,A,AS,ø,K,KC,KCC,KCCK,KCCKC,C,LC,LLC,CLLC,LCLLC,ø,VC,CVC,CVC,CVV,CVV,CVV,VVC,1,2,2,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,2,2,2,2,1,1001,111,101,11,101,11,11,3,2,2,4,2,4,4,-1,KC,CKC,CK,CL,CL,CL,LC,,C,C,C,C,C,,C,C,,,,,C,K,K,K,L,L,L,L,1,0,1,1,1,1,1,F,7,ultima
2,2,2,1,2,3,3,Ir,ra,ti,o,na,lis,mus,us,ø,N,A,SA,ø,K,KC,KCC,KCCK,KCCKA,C,KC,CKC,CCKC,KCCKC,noacc,VC,CVC,CVV,VV,CVV,CVC,CVC,1,2,0,0,0,2,2,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,2,2,2,1,1,1,11,11,101,1,1001,111,1101,4,3,3,4,4,3,2,1,KC,CK,AL,L,CL,CKC,CKC,,C,A,,C,C,C,C,,,,,C,C,K,K,L,L,L,K,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,2,2,1,2,3,Ir,re,li,gi,o,si,t1t,1t,ø,N,A,SA,ø,K,KC,KCC,KCCL,KCCLC,C,LC,CLC,LCLC,CLCLC,ø,VC,CVV,CVV,CVV,VV,CVV,CVVC,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,2,2,2,2,2,2,1,11,11,11,101,1,101,201,4,3,4,3,4,3,2,1,KC,CL,CL,CL,L,CL,CLC,,C,C,C,,C,C,C,,,,,,C,K,L,L,L,L,L,L,1,1,1,1,1,1,1,T,7,ultima
1,2,2,2,1,3,3,I,so,la,ti,o,nis,mus,us,ø,N,N,SA,ø,L,LC,LCL,LCLC,LCLCK,C,KC,CKC,CCKC,KCCKC,noacc,VV,CVV,CVC,CVV,VV,CVC,CVC,0,0,2,0,0,2,2,0,0,1,0,0,1,1,0,1,1,1,0,1,1,2,2,1,2,2,1,1,1,1,101,11,101,1,1101,1101,5,2,3,3,4,2,2,1,L,CL,CK,AL,L,CKC,CKC,,C,C,A,,C,C,,,,,,C,C,L,L,K,L,L,K,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,2,3,3,2,2,Ju,bi,l1,ums,aus,ga,be,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,K,CK,LCK,CLCK,CCLCK,ø,CVV,CVV,CVV,VCC,VVC,CVV,CV,0,0,0,2,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,1,1,2,2,2,1,2,2,1,2,2,101,11,1101,101,101,101,4,3,3,2,3,3,2,1,CL,CL,CL,KCC,DC,CL,CK,C,C,C,,,C,C,,,,CC,C,,,L,L,L,K,D,L,K,1,1,1,2,1,1,0,T,7,undef
2,4,3,2,2,2,3,Ju,gend,kri,mi,na,li,t1t,1t,ø,N,NN,SS,ø,C,CL,CLC,CLCK,CLCKC,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVCC,CCVV,CVV,CVV,CVV,CVVC,0,3,1,0,0,0,1,0,2,0,0,0,0,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1201,111,1001,1001,11,201,4,2,3,3,4,4,2,-1,CL,CKCC,CCL,CL,CL,CL,CLC,C,C,CC,C,C,C,C,,CC,,,,,C,L,K,L,L,L,L,L,1,0,1,1,1,1,1,T,7,prima
2,4,2,2,3,2,2,Ju,stiz,mi,ni,ste,ri,um,um,ø,N,NN,SS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVVC,CVV,CVC,CVV,CVV,VC,2,1,0,2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,2,2,1,2,102,201,1001,1101,101,11,1001,3,2,3,2,2,4,3,1,CKC,CLA,CL,CKC,CL,CL,KC,C,C,C,C,C,C,,C,A,,C,,,C,K,L,L,K,L,L,K,1,1,1,1,1,1,1,T,7,sekunda
3,2,4,3,2,2,2,Kar,di,nals,kol,le,gi,um,um,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,LKC,CLKC,LCLKC,ø,CVC,CVV,CVVCC,CVC,CVV,CVV,VC,2,0,1,2,0,0,1,1,0,2,1,0,0,1,1,1,1,1,1,1,0,1,2,2,1,2,2,1,2,111,101,1111,101,11,101,1001,2,3,3,2,3,3,3,1,CKC,CL,CLCC,CK,CL,CL,KC,C,C,C,C,C,C,,C,,CC,,,,C,K,L,L,K,L,L,K,1,1,2,1,1,1,1,T,7,undef
2,2,2,2,3,5,3,Ka,ri,ka,tu,ren,zeich,ner,er,ø,N,NV,ø,ø,C,CK,CKC,CKCL,CKCLC,C,KC,CKC,CCKC,DCCKC,ø,CVC,CVV,CVC,CVV,CVC,CVVC,CVC,2,0,2,0,2,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,101,11,101,101,1011,201,1011,2,4,2,3,3,2,3,1,CK,CL,CK,CL,CKC,ADC,CKC,C,C,C,C,C,A,C,,,,,C,C,C,K,L,K,L,K,D,K,1,1,1,1,0,1,0,T,7,undef
2,1,2,2,3,4,4,Ko,a,li,ti,ons,frei,heit,eit,ø,N,NN,SAS,ø,C,CL,CLK,CLKC,CLKCL,C,DC,CDC,DCDC,CDCDC,ø,CVV,VC,CVV,CVV,VVCC,CCVV,CVVC,0,1,0,0,1,1,1,0,1,0,0,2,0,1,1,0,1,1,0,2,1,2,1,2,2,2,2,2,2,101,1,11,101,1101,111,201,2,4,4,3,2,3,2,1,CL,K,CL,AL,LCC,CCD,CDC,C,,C,A,,CC,C,,,,,CC,,C,L,K,L,L,L,D,D,1,1,1,1,2,1,1,T,7,antepaenultima
3,3,2,2,2,2,3,Kom,men,su,ra,bi,li,t1t,1t,ø,N,A,SA,ø,C,CK,CKC,CKCK,CKCKC,C,LC,CLC,LCLC,CLCLC,ø,CVC,CVC,CVV,CVC,CVV,CVV,CVVC,2,2,0,2,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,101,2001,101,11,101,11,201,2,2,3,3,3,4,2,-1,CK,CKC,CL,CK,CL,CL,CLC,C,C,C,C,C,C,C,,C,,,,,C,K,K,L,K,L,L,L,1,1,1,1,1,1,1,T,7,ultima
3,3,2,1,2,3,3,kom,mer,zi,a,li,sie,ren,en,ø,V,N,SAA,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVV,VC,CVV,CVV,CVC,2,2,0,1,0,0,2,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,2,1,2,2,1,1,101,1011,101,1,11,101,1011,2,3,3,4,4,3,3,1,CK,CKC,AL,K,CL,CL,CKC,C,C,A,,C,C,C,,C,,,,,C,K,K,L,K,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
