syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,syl0,syl1,syl2,syl3,syl4,syl5,syl6,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,rhyme5,rhyme6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,syl_class5,syl_class6,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,onset_class5,onset_class6,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,koda_class5,koda_class6,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,nucleus_class5,nucleus_class6,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,nomen,sylcnt,stress_class
1,2,2,2,3,5,4,O,pe,ra,ti,ons,schwe,ster,er,ø,N,NN,SAS,ø,L,LC,LCK,LCKC,LCKCK,C,KC,CKC,CCKC,KCCKC,ø,VV,CV,CVC,CVV,VVCC,CCVC,CCVC,0,1,2,0,1,3,3,0,0,1,0,2,1,1,0,1,1,1,0,2,2,2,1,1,2,2,1,1,2,1,101,11,101,1101,201,211,4,2,3,3,2,2,2,1,L,CK,CK,AL,LCC,CCK,CCKC,,C,C,A,,CC,CC,,,,,CC,,C,L,K,K,L,L,K,K,1,0,1,1,2,1,0,T,7,antepaenultima
2,2,2,2,3,3,3,Op,po,si,ti,ons,par,tei,ei,ø,N,NN,SAS,ø,K,KC,KCL,KCLC,KCLCL,D,CD,CCD,KCCD,CKCCD,ø,VC,CVV,CVV,CVV,VVCC,CVC,CVV,1,0,0,0,1,2,0,1,0,0,0,2,1,0,0,1,1,1,0,1,1,1,2,2,2,2,1,2,2,1,101,101,101,1101,111,101,4,2,3,3,2,2,3,1,K,CL,CL,AL,LCC,CKC,CD,,C,C,A,,C,C,,,,,CC,C,,K,L,L,L,L,K,D,1,1,1,1,2,1,1,T,7,antepaenultima
2,2,2,2,2,3,4,Or,ga,ni,sa,ti,ons,form,orm,ø,N,NN,SAS,ø,K,KC,KCC,KCCK,KCCKC,C,CC,KCC,CKCC,CCKCC,ø,VC,CVC,CVV,CVC,CVV,VVCC,CVCC,1,2,0,2,0,1,3,1,1,0,1,0,2,2,0,1,1,1,1,0,1,1,1,2,1,2,2,1,2,11,101,1001,101,101,1101,1111,3,2,3,2,3,2,2,1,KC,CK,CL,CK,AL,LCC,CKCC,,C,C,C,A,,C,C,,,,,CC,CC,K,K,L,K,L,L,K,1,1,1,1,1,2,2,T,7,paenultima
1,2,2,3,5,3,2,O,ri,en,tie,rungs,hil,fe,e,ø,N,NN,SAS,ø,L,LC,LCL,LCLK,LCLKC,K,CK,CCK,KCCK,CKCCK,ø,VV,CVV,VC,CVV,CVCC,CVC,CV,0,0,1,0,3,2,1,0,0,1,0,2,1,0,0,1,0,1,1,1,1,2,2,1,2,1,1,1,2,1,11,1001,101,1111,111,101,4,4,3,3,2,3,2,1,L,CL,KC,CL,CKCC,CKC,CK,,C,,C,C,C,C,,,C,,CC,C,,L,L,K,L,K,K,K,1,1,1,1,2,1,0,T,7,undef
1,2,2,3,3,2,2,O,ri,gi,nal,aus,ga,be,e,ø,N,AN,SS,ø,L,LC,LCL,LCLC,LCLCL,K,CK,LCK,CLCK,CCLCK,ø,VV,CVV,CVV,CVVC,VVC,CVV,CV,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,2,2,2,2,2,2,1,2,1,11,101,1011,101,101,101,4,4,3,3,3,3,2,1,L,CL,CL,CLC,DC,CL,CK,,C,C,C,,C,C,,,,C,C,,,L,L,L,L,D,L,K,1,1,1,1,1,1,0,T,7,undef
2,4,2,2,2,2,2,Pa,last,re,vo,lu,ti,on,on,ø,N,NN,SS,ø,C,CK,CKC,CKCK,CKCKC,C,LC,LLC,ALLC,LALLC,ø,CVC,CVCC,CVV,CVV,CVV,CVV,VVC,2,3,0,0,0,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,101,211,11,101,11,101,1001,2,2,3,2,4,3,3,1,CK,CKCC,CL,CL,CL,AL,LC,C,C,C,C,C,A,,,CC,,,,,C,K,K,L,L,L,L,L,1,2,1,1,1,1,1,T,7,sekunda
3,3,2,4,2,2,2,Pan,zer,ab,wehr,ka,no,ne,e,ø,N,NN,SS,ø,C,CK,CKC,CKCA,CKCAK,K,CK,LCK,CLCK,KCLCK,ø,CVC,CVC,VC,CVVC,CVC,CVV,CV,2,2,1,1,2,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,1,2,1,2,1101,111,101,111,101,1001,1001,2,2,2,2,2,3,3,1,CKC,AKC,KC,CLC,CK,CL,CK,C,A,,C,C,C,C,C,C,C,C,,,,K,K,K,L,K,L,K,1,0,1,1,1,1,0,T,7,prima
3,2,3,2,3,2,4,Per,so,nen,be,f3r,de,rung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,KCKC,CKCKC,ø,CVC,CVV,CVC,CV,CVC,CV,CVC,2,0,2,1,2,1,2,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,111,101,2001,101,111,101,1011,2,2,2,2,2,2,3,1,CKC,CL,CKC,CK,CKC,CK,CKC,C,C,C,C,C,C,C,C,,C,,C,,C,K,L,K,K,K,K,K,1,1,0,0,1,0,1,T,7,sekunda
3,2,2,2,2,2,2,Per,so,ni,fi,ka,ti,on,on,ø,N,R,SA,ø,C,CK,CKC,CKCC,CKCCL,C,LC,LLC,ALLC,KALLC,ø,CVC,CVV,CVV,CVV,CVC,CVV,VVC,2,0,0,0,2,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,2,2,2,1,2,2,1,111,101,1001,101,101,101,1001,2,2,3,3,2,3,3,1,CKC,CL,CL,CL,CK,AL,LC,C,C,C,C,C,A,,C,,,,,,C,K,L,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
3,3,4,5,3,3,4,Per,s3n,lich,keits,ent,fal,tung,ung,ø,N,NV,ø,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVVC,CVC,CVVC,VCC,CVC,CVC,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,2,1,2,1,1,1,2,111,1101,111,201,1101,111,1101,2,2,3,2,2,2,2,1,CKC,CLC,CKC,CDA,KCC,CKC,CKC,C,C,C,C,,C,C,C,C,C,A,CC,C,C,K,L,K,D,K,K,K,1,1,1,1,2,1,1,T,7,sekunda
3,3,4,5,3,4,4,Per,s3n,lich,keits,ent,wick,lung,ung,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,C,KC,CKC,CCKC,KCCKC,ø,CVC,CVVC,CVC,CVVC,VCC,CVC,CCVC,2,1,2,1,2,2,3,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,2,1,2,1,1,1,2,111,1101,111,201,1101,101,1111,2,2,3,2,2,3,2,1,CKC,CLC,CKC,CDA,KCC,CK,CCKC,C,C,C,C,,C,CC,C,C,C,A,CC,,C,K,L,K,D,K,K,K,1,1,1,1,2,1,1,T,7,sekunda
3,2,1,3,3,2,3,Pho,t3,e,lek,tri,zi,1at,1at,ø,N,NN,SS,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,LCLC,ALCLC,ø,CVV,CVV,VV,CVC,CCVV,CVV,CVVC,0,0,0,2,1,0,1,0,0,0,1,0,0,1,1,1,0,1,2,1,1,2,2,2,1,2,2,2,2,101,101,1,111,111,101,201,2,2,4,2,3,3,2,1,CL,CL,L,CKC,CCL,AL,CLC,C,C,,C,CC,A,C,,,,C,,,C,L,L,L,K,L,L,L,1,1,1,1,1,1,1,T,7,prima
3,2,1,3,2,3,5,phy,si,o,the,ra,peu,tisch,isch,ø,A,N,SA,ø,C,CL,CLC,CLCL,CLCLL,C,KC,CKC,DCKC,CDCKC,ø,CVV,CVV,VV,CVV,CVC,CVV,CVC,0,0,0,0,2,0,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,2,2,2,2,1,2,1,1,101,101,1,101,11,101,201,3,3,4,2,3,3,2,1,CL,CL,L,CL,CK,CD,CKC,C,C,,C,C,C,C,,,,,,,C,L,L,L,L,K,D,K,1,1,1,1,1,1,1,F,7,paenultima
2,3,2,2,2,2,2,Po,lar,ex,pe,di,ti,on,on,ø,N,AN,SS,ø,C,CL,CLC,CLCL,CLCLC,C,LC,LLC,ALLC,LALLC,ø,CVV,CVVC,VCC,CVV,CVV,CVV,VVC,0,1,2,0,0,0,0,0,1,2,0,0,0,1,1,1,0,1,1,1,0,2,2,1,2,2,2,2,2,101,21,201,101,101,101,1001,2,4,2,2,3,3,3,1,CL,CLC,KCC,CL,CL,AL,LC,C,C,,C,C,A,,,C,CC,,,,C,L,L,K,L,L,L,L,1,1,2,1,1,1,1,T,7,sekunda
2,2,3,3,3,6,4,po,pu,l1r,wis,sen,schaft,lich,ich,ø,A,ø,SS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,CCCKC,noacc,CVV,CVV,CVVC,CVC,CVC,CVCC,CVC,0,0,1,2,2,3,2,0,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,101,101,21,101,1101,301,111,2,3,3,3,2,1,3,1,CL,CL,CLC,CK,CKC,CKCC,CKC,C,C,C,C,C,C,C,,,C,,C,CC,C,L,L,L,K,K,K,K,1,1,1,1,0,2,1,F,7,undef
3,2,4,7,3,2,3,Pr1,si,dent,schafts,kan,di,dat,at,ø,N,NN,SAS,ø,C,CC,CCK,CCKC,CCKCL,C,LC,CLC,LCLC,CLCLC,ø,CCVC,CVV,CVCC,CVCC,CVC,CVV,CVVC,3,0,3,3,2,0,1,1,0,2,2,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,2,111,101,1201,301,1101,101,201,2,3,2,1,2,3,2,1,CCK,CL,CKCC,CKCA,CKC,CL,CLC,CC,C,C,C,C,C,C,,,CC,CA,C,,C,K,L,K,K,K,L,L,1,1,2,2,1,1,1,T,7,undef
4,2,2,5,2,4,3,Pres,se,be,richt,er,stat,ter,er,ø,N,NN,SS,ø,C,CC,CCK,CCKC,CCKCK,C,KC,CKC,KCKC,CKCKC,ø,CCVC,CV,CV,CVCC,VC,CCVC,CVC,3,1,1,3,1,3,2,1,0,0,2,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,2,111,101,101,211,11,201,111,2,2,2,2,3,2,2,1,CCK,CK,CK,CKCC,KC,CCK,CKC,CC,C,C,C,,CC,C,,,,CC,C,,C,K,K,K,K,K,K,K,1,0,0,2,1,1,0,T,7,prima
4,2,2,2,3,2,3,Prin,zi,pi,en,rei,te,rei,ei,ø,N,N,SA,ø,C,CC,CCK,CCKC,CCKCA,D,CD,KCD,CKCD,DCKCD,acc,CCVC,CVV,CVV,VC,CVV,CV,CVV,3,0,0,1,0,1,0,1,0,0,1,0,0,0,2,1,1,0,1,1,1,1,2,2,1,2,1,2,1,1111,101,101,1001,11,101,11,2,3,3,3,4,2,4,-1,CCKC,AL,CL,KC,CD,CK,CD,CC,A,C,,C,C,C,C,,,C,,,,K,L,L,K,D,K,D,1,1,1,0,1,0,1,T,7,sekunda
3,3,2,2,2,3,4,Pri,vat,an,ge,le,gen,heit,eit,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,C,DC,CDC,CCDC,KCCDC,ø,CCVV,CVVC,VC,CV,CVV,CVC,CVVC,1,1,1,1,0,2,1,0,1,1,0,0,1,1,2,1,0,1,1,1,1,2,2,1,1,2,1,2,2,111,201,1001,101,11,1101,201,3,2,3,2,3,2,2,1,CCL,CLC,KC,CK,CL,CKC,CDC,CC,C,,C,C,C,C,,C,C,,,C,C,L,L,K,K,L,K,D,1,1,1,0,1,0,1,T,7,sekunda
3,3,2,3,4,2,4,Pro,duk,ti,ons,stei,ge,rung,ung,ø,N,NV,ø,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,KCKC,CKCKC,ø,CCVV,CVC,CVV,VVCC,CCVV,CV,CVC,1,2,0,1,1,1,2,0,1,0,2,0,0,1,2,1,1,0,2,1,1,2,1,2,2,2,1,1,2,111,201,101,1101,201,101,1011,2,2,3,2,2,2,3,1,CCL,CKC,AL,LCC,CCD,CK,CKC,CC,C,A,,CC,C,C,,C,,CC,,,C,L,K,L,L,D,K,K,1,1,1,2,1,0,1,T,7,undef
3,3,2,1,2,3,3,Pro,fes,si,o,na,lis,mus,us,ø,N,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,CCKC,KCCKC,noacc,CCVV,CVC,CVV,VV,CVC,CVC,CVC,1,2,0,0,2,2,2,0,1,0,0,1,1,1,2,1,1,0,1,1,1,2,1,2,2,1,1,1,1,111,101,101,1,1001,111,1101,2,2,3,4,3,3,2,1,CCL,CK,CL,L,CK,CKC,CKC,CC,C,C,,C,C,C,,,,,,C,C,L,K,L,L,K,K,K,1,1,1,1,1,1,1,T,7,paenultima
3,3,2,3,2,2,3,Pro,jek,ti,ons,ap,pa,rat,at,ø,N,NN,SAS,ø,C,CC,CCL,CCLC,CCLCK,C,LC,CLC,KCLC,CKCLC,ø,CCVV,CVC,CVV,VVCC,VC,CVC,CVVC,1,2,0,1,1,2,1,0,1,0,2,1,1,1,2,1,1,0,0,1,1,2,1,2,2,1,1,2,2,111,102,101,1101,1,101,111,2,3,3,2,4,2,3,-1,CCL,CKC,AL,LCC,K,CK,CLC,CC,C,A,,,C,C,,C,,CC,,,C,L,K,L,L,K,K,L,1,1,1,2,1,1,1,T,7,undef
3,2,2,3,2,3,3,Pro,no,mi,nal,ad,jek,tiv,iv,ø,N,AN,SS,ø,C,CC,CCL,CCLC,CCLCL,C,LC,CLC,CCLC,KCCLC,ø,CCVV,CVV,CVV,CVVC,VC,CVC,CVVC,1,0,0,1,1,2,1,0,0,0,1,1,1,1,2,1,1,1,0,1,1,2,2,2,2,1,1,2,2,111,1001,1001,1011,101,102,201,2,3,3,3,2,3,2,-1,CCL,CL,CL,CLC,KC,CKC,CLC,CC,C,C,C,,C,C,,,,C,C,C,C,L,L,L,L,K,K,L,1,1,1,1,1,1,1,T,7,undef
3,3,2,1,2,2,3,Pro,por,ti,o,na,li,t1t,1t,ø,N,A,SA,ø,C,CC,CCL,CCLC,CCLCK,C,LC,CLC,LCLC,CLCLC,ø,CCVV,CVC,CVV,VV,CVV,CVV,CVVC,1,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,1,1,2,1,2,2,2,2,2,1,111,111,101,1,1001,11,201,2,2,3,4,4,4,2,1,CCL,CKC,AL,L,CL,CL,CLC,CC,C,A,,C,C,C,,C,,,,,C,L,K,L,L,L,L,L,1,1,1,1,1,1,1,T,7,ultima
3,3,2,1,2,3,3,pro,vin,zi,a,li,sie,ren,en,ø,V,N,SA,ø,C,CC,CCL,CCLC,CCLCK,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVC,CVV,VC,CVV,CVV,CVC,1,2,0,1,0,0,2,0,1,0,1,0,0,1,2,1,1,0,1,1,1,2,1,2,1,2,2,1,1,111,1101,101,1,11,101,1011,2,2,3,4,4,3,3,1,CCL,CKC,AL,K,CL,CL,CKC,CC,C,A,,C,C,C,,C,,,,,C,L,K,L,K,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
3,3,1,2,2,3,3,psy,cho,a,na,ly,sie,ren,en,ø,V,N,SA,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,VC,CVC,CVV,CVV,CVC,1,0,1,2,0,0,2,0,0,1,1,0,0,1,2,1,0,1,1,1,1,2,2,1,1,2,2,1,1,201,101,1,1001,11,101,1011,2,2,4,3,4,3,3,1,CCL,CL,K,CK,CL,CL,CKC,CC,C,,C,C,C,C,,,,,,,C,L,L,K,K,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
3,3,1,2,2,2,3,Psy,cho,a,na,ly,ti,ker,er,ø,N,NN,SS,ø,C,CC,CCL,CCLC,CCLCL,C,KC,CKC,LCKC,CLCKC,ø,CCVV,CVV,VC,CVC,CVV,CVV,CVC,1,0,1,2,0,0,2,0,0,1,1,0,0,1,2,1,0,1,1,1,1,2,2,1,1,2,2,1,2,201,101,1,1001,11,101,111,2,2,4,3,4,3,2,-1,CCL,CL,K,CK,CL,CL,CKC,CC,C,,C,C,C,C,,,,,,,C,L,L,K,K,L,L,K,1,1,1,1,1,1,0,T,7,antepaenultima
2,3,4,2,2,3,2,Pu,bli,kums,in,te,res,se,e,ø,N,NN,SAS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,KCK,CKCK,KCKCK,ø,CVC,CCVV,CVCC,VC,CV,CVC,CV,2,1,3,1,1,2,1,1,0,2,1,0,1,0,1,2,1,0,1,1,1,1,2,1,1,1,1,1,2,101,111,1201,1001,101,11,101,3,3,2,3,2,3,2,-1,CK,CCL,CKCC,KC,CK,CK,CK,C,CC,C,,C,C,C,,,CC,C,,,,K,L,K,K,K,K,K,1,1,2,1,0,1,0,T,7,prima
2,2,1,2,2,2,3,Ra,di,o,ak,ti,vi,t1t,1t,ø,N,A,SA,ø,C,CL,CLC,CLCL,CLCLL,C,LC,CLC,LCLC,CLCLC,ø,CVV,CVV,VV,VC,CVV,CVV,CVVC,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,2,2,2,1,2,2,2,1,11,101,1,101,101,101,201,4,3,4,2,3,3,2,1,CL,CL,L,KC,CL,CL,CLC,C,C,,,C,C,C,,,,C,,,C,L,L,L,K,L,L,L,1,1,1,1,1,1,1,T,7,ultima
3,3,3,3,2,3,4,Ras,sen,dis,kri,mi,nie,rung,ung,ø,N,NN,SAS,ø,C,CK,CKC,CKCK,CKCKC,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVC,CVC,CCVV,CVV,CVV,CVC,2,2,2,1,0,0,2,1,1,1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,11,1101,201,111,1001,1001,1011,3,2,2,3,3,3,3,1,CK,CKC,CKC,CCL,CL,CL,CKC,C,C,C,CC,C,C,C,,C,C,,,,C,K,K,K,L,L,L,K,1,0,1,1,1,1,1,T,7,prima
2,2,1,2,2,3,3,ra,ti,o,na,li,sie,ren,en,ø,V,A,SA,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,1,11,101,1,1001,11,101,1011,3,3,4,4,4,3,3,1,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,1,2,2,3,4,Ra,ti,o,na,li,sie,rung,ung,ø,N,V,SA,ø,C,CK,CKA,CKAL,CKALL,C,KC,CKC,LCKC,CLCKC,ø,CVC,CVV,VV,CVV,CVV,CVV,CVC,2,0,0,0,0,0,2,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,2,2,2,2,1,1,11,101,1,1001,11,101,1011,3,3,4,4,4,3,3,1,CK,AL,L,CL,CL,CL,CKC,C,A,,C,C,C,C,,,,,,,C,K,L,L,L,L,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,2,2,2,2,2,Re,ha,bi,li,ta,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,1,11,101,101,11,101,101,1001,3,2,3,4,2,3,3,1,CL,CK,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
2,2,2,2,2,2,2,Re,ka,pi,tu,la,ti,on,on,ø,N,R,SA,ø,C,CL,CLC,CLCK,CLCKC,C,LC,LLC,ALLC,KALLC,ø,CVV,CVC,CVV,CVV,CVC,CVV,VVC,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,2,1,2,2,1,2,2,1,11,101,101,101,11,101,1001,3,2,3,3,3,3,3,1,CL,CK,CL,CL,CK,AL,LC,C,C,C,C,C,A,,,,,,,,C,L,K,L,L,K,L,L,1,1,1,1,1,1,1,T,7,ultima
3,2,2,4,2,2,2,Rek,ti,fi,zier,an,la,ge,e,ø,N,VN,SS,ø,C,CK,CKC,CKCC,CKCCL,K,CK,LCK,CLCK,CCLCK,ø,CVC,CVV,CVV,CVVC,VC,CVV,CV,2,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,2,2,2,1,2,1,2,111,101,101,111,1001,11,101,2,3,3,3,3,4,2,1,CKC,CL,CL,ALC,KC,CL,CK,C,C,C,A,,C,C,C,,,C,C,,,K,L,L,L,K,L,K,1,1,1,1,1,1,0,T,7,undef
2,2,2,3,2,5,3,Re,li,gi,ons,be,kennt,nis,is,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,CCCKC,ø,CVV,CVV,CVV,VVCC,CV,CVCC,CVC,0,0,0,1,1,3,2,0,0,0,2,0,2,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,2,11,11,101,1101,101,1201,1101,3,4,3,2,2,2,2,1,CL,CL,CL,LCC,CK,CKCC,CKC,C,C,C,,C,C,C,,,,CC,,CC,C,L,L,L,L,K,K,K,1,1,1,2,0,2,1,T,7,undef
2,2,2,3,2,4,6,Re,li,gi,ons,ge,mein,schaft,aft,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,CC,KCC,CKCC,CCKCC,ø,CVV,CVV,CVV,VVCC,CV,CVVC,CVCC,0,0,0,1,1,1,3,0,0,0,2,0,1,2,1,1,1,0,1,1,1,2,2,2,2,1,2,1,2,11,11,101,1101,101,2001,301,3,4,3,2,2,3,1,1,CL,CL,CL,LCC,CK,CDC,CKCC,C,C,C,,C,C,C,,,,CC,,C,CC,L,L,L,L,K,D,K,1,1,1,2,0,1,2,T,7,undef
2,2,2,3,2,6,2,Re,li,gi,ons,ge,schich,te,e,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,K,CK,CCK,KCCK,CKCCK,ø,CVV,CVV,CVV,VVCC,CV,CVC,CV,0,0,0,1,1,2,1,0,0,0,2,0,1,0,1,1,1,0,1,1,1,2,2,2,2,1,1,1,2,11,11,101,1101,101,201,101,3,4,3,2,2,2,2,1,CL,CL,CL,LCC,CK,CKC,CK,C,C,C,,C,C,C,,,,CC,,C,,L,L,L,L,K,K,K,1,1,1,2,0,1,0,T,7,undef
2,2,2,3,2,3,5,Re,li,gi,ons,un,ter,richt,icht,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,CC,KCC,CKCC,CCKCC,ø,CVV,CVV,CVV,VVCC,VC,CVC,CVCC,0,0,0,1,1,2,3,0,0,0,2,1,1,2,1,1,1,0,0,1,1,2,2,2,2,1,1,1,2,11,11,101,1101,1001,111,211,3,4,3,2,3,2,2,1,CL,CL,CL,LCC,KC,CKC,CKCC,C,C,C,,,C,C,,,,CC,C,C,CC,L,L,L,L,K,K,K,1,1,1,2,1,0,2,T,7,undef
2,2,2,3,3,3,6,Re,li,gi,ons,wis,sen,schaft,aft,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,CC,KCC,CKCC,CCKCC,ø,CVV,CVV,CVV,VVCC,CVC,CVC,CVCC,0,0,0,1,2,2,3,0,0,0,2,1,1,2,1,1,1,0,1,1,1,2,2,2,2,1,1,1,2,11,11,101,1101,101,1101,301,3,4,3,2,3,2,1,1,CL,CL,CL,LCC,CK,CKC,CKCC,C,C,C,,C,C,C,,,,CC,,C,CC,L,L,L,L,K,K,K,1,1,1,2,1,0,2,T,7,undef
2,2,3,2,2,3,3,Re,li,qui,en,be,h1l,ter,er,ø,N,NN,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,KCCKC,ø,CVV,CVVC,CVV,VC,CV,CVC,CVC,0,1,0,1,1,2,2,0,1,0,1,0,1,1,1,1,1,0,1,1,1,2,2,2,1,1,1,1,2,11,111,101,1001,101,111,111,3,3,3,3,2,2,2,1,CL,CLC,CL,KC,CK,CKC,CKC,C,C,C,,C,C,C,,C,,C,,C,C,L,L,L,K,K,K,K,1,1,1,0,0,1,0,T,7,sekunda
2,2,2,2,2,3,3,re,mi,li,ta,ri,sie,ren,en,ø,V,V,AS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,11,1001,11,101,11,101,1011,3,3,4,3,4,3,3,1,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,1,1,1,1,1,0,F,7,paenultima
2,2,2,2,2,3,4,Re,mi,li,ta,ri,sie,rung,ung,ø,N,V,SA,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,LCKC,CLCKC,ø,CVV,CVV,CVV,CVV,CVV,CVV,CVC,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,11,1001,11,101,11,101,1011,3,3,4,3,4,3,3,1,CL,CL,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,,,C,L,L,L,L,L,L,K,1,1,1,1,1,1,1,T,7,paenultima
2,2,3,5,2,4,3,re,no,vie,rungs,be,d2rf,tig,ig,ø,A,NA,SAS,ø,C,CL,CLC,CLCL,CLCLC,C,KC,CKC,CCKC,CCCKC,ø,CVV,CVV,CVV,CVCC,CV,CVCC,CVC,0,0,0,3,1,3,2,0,0,0,2,0,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,11,1001,101,1111,101,211,201,3,3,3,2,2,2,2,-1,CL,CL,CL,CKCC,CK,CKCC,CKC,C,C,C,C,C,C,C,,,,CC,,CC,C,L,L,L,K,K,K,K,1,1,1,2,0,2,1,F,7,undef
