syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,suff_class,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,prae_class,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
nisch,ø,h,ch,sch,isch,nisch,C,KC,CKC,LCKC,CLCKC,ø,nord,ø,n,no,nor,nord,norda,C,CK,CKC,CKCC,CKCCK,ø,14,6,9,12,11,12,3,6,4,6,5,4,0,heavy,light,light,light,light,light,c,c,o,o,o,c,CKCC,K,CL,CL,CL,CKC,C,,C,C,C,C,CC,,,,,C,K,K,L,L,L,K,4,1,2,2,2,5,2,1,0,0,0,1,1,0,1,1,1,1,1,1,2,2,2,1,CVCC,VC,CVV,CVV,CVV,CVC,3,1,0,0,0,2,A,NA,F,2,nordamerikanisch,multa
mig,ø,g,ig,mig,rmig,ermig,C,KC,CKC,CCKC,KCCKC,noacc,o,ø,o,ob,obe,obel,obeli,L,LC,LCL,LCLC,LCLCK,ø,6,7,13,10,11,12,6,3,4,3,3,4,1,light,light,light,schwa,light,light,o,o,c,c,c,c,L,CL,CKC,CKC,CKC,CKC,,C,C,C,C,C,,,C,C,C,C,L,L,K,K,K,K,1,2,2,4,3,3,0,0,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,VV,CVV,CVC,CVC,CVC,CVC,0,0,2,2,2,2,A,NN,F,2,obeliskenfoermig,undef
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,ø,Pa,ø,P,Pa,Par,Para,Parag,C,CK,CKC,CKCK,CKCKC,ø,7,10,15,10,14,11,3,5,5,3,7,3,0,light,light,light,schwa,light,schwa,c,c,o,c,o,c,CK,CK,CCL,CKC,CD,CKC,C,C,CC,C,C,C,,,,C,,C,K,K,L,K,D,K,2,2,3,4,3,3,1,1,0,1,0,1,1,1,2,1,1,1,1,1,2,1,2,1,CVC,CVC,CCVV,CVC,CVV,CVC,2,2,1,2,0,2,N,NN,T,2,Paragraphenreiter,undef
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,pa,ø,p,pa,par,para,parag,C,CK,CKC,CKCK,CKCKC,ø,7,10,15,10,11,7,3,5,5,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,o,c,o,o,CK,CK,CCL,CKC,CD,CK,C,C,CC,C,C,C,,,,C,,,K,K,L,K,D,K,2,2,3,4,3,2,1,1,0,1,0,0,1,1,2,1,1,1,1,1,2,1,2,1,CVC,CVC,CCVV,CVC,CVV,CV,2,2,1,2,0,1,ADV,N,F,1,paragraphenweise,undef
zug,ø,g,ug,zug,fzug,ufzug,C,LC,ALC,CALC,DCALC,ø,Pa,ø,P,Pa,Pat,Pate,Pater,C,CK,CKC,CKCK,CKCKC,ø,7,11,10,11,11,10,3,3,3,3,5,3,0,light,schwa,light,schwa,light,light,c,c,c,c,c,c,CK,CKC,CKC,CKC,DC,ALC,C,C,C,C,,A,,C,C,C,C,C,K,K,K,K,D,L,2,3,2,4,3,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,CVC,CVC,CVC,CVC,VVC,CVVC,2,2,2,2,0,1,N,NN,T,2,Paternosteraufzug,undef
tigt,ø,t,gt,igt,tigt,htigt,C,CC,KCC,CKCC,CCKCC,ø,pen,ø,p,pe,pen,pens,pensi,C,CN,CNC,CNCL,CNCLL,ø,9,9,10,7,11,11,4,4,3,3,3,2,0,light,light,heavy,schwa,light,heavy,o,o,c,o,c,c,CN,CL,LCC,CK,CKC,CKCC,C,C,,C,C,C,,,CC,,C,CC,N,L,L,K,K,K,3,2,3,2,4,4,0,0,2,0,1,2,1,1,0,1,1,1,2,2,2,1,1,1,CVV,CVV,VVCC,CV,CVC,CVCC,0,0,1,1,2,3,A,NF,F,2,pensionsberechtigt,undef
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,ø,Per,ø,P,Pe,Per,Perf,Perfo,C,CK,CKC,CKCC,CKCCL,ø,11,7,16,9,9,9,3,3,5,4,4,4,-1,light,light,light,light,light,schwa,c,o,c,c,o,o,CKC,CL,CLC,CK,CL,CK,C,C,C,C,C,C,C,,C,,,,K,L,L,K,L,K,3,2,4,2,4,2,1,0,1,1,0,0,1,1,1,1,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,CVC,CVV,CV,2,0,1,2,0,1,N,VN,T,2,Perforiermaschine,undef
lung,ø,g,ng,ung,lung,ilung,C,KC,CKC,DCKC,CDCKC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,17,7,11,15,3,3,5,3,5,5,0,light,light,light,light,light,light,c,o,c,c,o,c,CKC,CL,CLC,KC,CD,CKC,C,C,C,,C,C,C,,C,C,,C,K,L,L,K,D,K,3,2,3,2,3,4,1,0,1,1,0,1,1,1,1,0,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,VC,CVV,CVC,2,0,1,1,0,2,N,NN,T,2,Personalabteilung,undef
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,noacc,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,17,7,12,10,3,3,5,3,6,3,0,light,light,light,light,light,light,c,o,c,o,o,c,CKC,CL,CLC,CL,CL,CLC,C,C,C,C,C,C,C,,C,,,C,K,L,L,L,L,L,3,2,3,2,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,2,CVC,CVV,CVVC,CVV,CVV,CVVC,2,0,1,0,0,1,N,NN,T,2,Personalpolitik,undef
men,ø,n,en,men,omen,nomen,C,KC,CKC,LCKC,CLCKC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,17,11,9,12,3,3,5,3,4,4,0,light,light,light,light,light,schwa,c,o,c,o,o,c,CKC,CL,CLC,CCL,CL,CKC,C,C,C,CC,C,C,C,,C,,,C,K,L,L,L,L,K,3,2,3,3,2,3,1,0,1,0,0,1,1,1,1,2,1,1,1,2,2,2,2,1,CVC,CVV,CVVC,CCVV,CVV,CVC,2,0,1,1,0,2,N,AN,T,2,Personalpronomen,undef
on,ø,n,on,ion,nion,union,C,LC,LLC,CLLC,KCLLC,ø,Per,ø,P,Pe,Per,Pers,Perso,C,CK,CKC,CKCC,CKCCL,ø,11,7,17,8,11,9,3,3,5,8,5,4,-1,light,light,light,light,light,light,c,o,c,c,o,c,CKC,CL,CLC,K,CL,LC,C,C,C,,C,,C,,C,,,C,K,L,L,K,L,L,3,2,3,1,2,2,1,0,1,1,0,1,1,1,1,0,1,0,1,2,2,1,2,2,CVC,CVV,CVVC,VC,CVV,VVC,2,0,1,1,0,0,N,AN,T,2,Personalunion,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,Phan,ø,P,Ph,Pha,Phan,Phant,C,CK,CKC,CKCC,CKCCK,ø,10,7,9,10,10,12,3,3,4,5,3,4,0,light,light,light,light,light,light,c,c,o,o,c,c,CKC,CK,CL,CL,CKC,CDC,C,C,C,C,C,C,C,,,,C,C,K,K,L,L,K,D,4,2,3,2,3,4,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,CVC,CVC,CVV,CVV,CVC,CVVC,2,2,0,0,2,1,N,A,T,1,Phantasielosigkeit,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,ø,P3,ø,P,Po,Poe,Poes,Poesi,C,CL,CLL,CLLC,CLLCL,ø,7,6,9,10,10,12,3,6,4,5,3,4,1,light,light,light,light,light,light,o,o,o,o,c,c,CL,L,CL,CL,CKC,CDC,C,,C,C,C,C,,,,,C,C,L,L,L,L,K,D,2,1,3,2,3,4,0,0,0,0,1,1,1,0,1,1,1,1,2,2,2,2,1,2,CVV,VV,CVV,CVV,CVC,CVVC,0,0,0,0,2,1,N,A,T,1,Poesielosigkeit,undef
sar,ø,r,ar,sar,ssar,issar,C,LC,CLC,KCLC,CKCLC,ø,Po,ø,P,Po,Pol,Poli,Poliz,C,CL,CLC,CLCL,CLCLA,ø,7,12,11,7,11,15,3,6,5,3,5,5,0,light,light,light,light,light,light,o,o,o,c,c,c,CL,CL,AD,CK,CK,CLC,C,C,A,C,C,C,,,,,,C,L,L,D,K,K,L,2,2,3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,CVV,CVV,CVV,CVC,CVC,CVVC,0,0,0,2,2,1,N,NN,T,2,Polizeikommissar,undef
dent,ø,t,nt,ent,dent,ident,C,CC,KCC,CKCC,LCKCC,ø,Po,ø,P,Po,Pol,Poli,Poliz,C,CL,CLC,CLCL,CLCLA,ø,7,12,11,11,9,11,3,6,5,3,4,2,0,light,light,light,light,light,heavy,o,o,o,c,o,c,CL,CL,AD,CCK,CL,CKCC,C,C,A,CC,C,C,,,,,,CC,L,L,D,K,L,K,2,2,3,3,2,4,0,0,0,1,0,2,1,1,1,2,1,1,2,2,2,1,2,1,CVV,CVV,CVV,CCVC,CVV,CVCC,0,0,0,3,0,3,N,NN,T,2,Polizeipraesident,undef
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,por,ø,p,po,por,port,porti,C,CK,CKC,CKCA,CKCAL,ø,11,9,6,12,11,7,3,4,6,4,5,3,-1,light,light,light,schwa,light,schwa,c,o,o,c,o,o,CKC,AL,L,CKC,CD,CK,C,A,,C,C,C,C,,,C,,,K,L,L,K,D,K,3,2,1,3,3,2,1,0,0,1,0,0,1,1,0,1,1,1,1,2,2,1,2,1,CVC,CVV,VV,CVC,CVV,CV,2,0,0,2,0,1,ADV,N,F,1,portionenweise,undef
men,ø,n,en,men,omen,nomen,C,KC,CKC,LCKC,CLCKC,ø,Pos,ø,P,Po,Pos,Poss,Posse,C,CK,CKC,CKCK,CKCKC,ø,7,7,10,11,9,12,3,3,3,3,4,4,0,light,light,light,light,light,schwa,c,c,c,o,o,c,CK,CK,CLC,CCL,CL,CKC,C,C,C,CC,C,C,,,C,,,C,K,K,L,L,L,K,3,3,3,3,2,3,1,1,1,0,0,1,1,1,1,2,1,1,1,1,2,2,2,1,CVC,CVC,CVVC,CCVV,CVV,CVC,2,2,1,1,0,2,N,AN,T,2,Possessivpronomen,undef
lung,ø,g,ng,ung,lung,dlung,C,KC,CKC,CCKC,CCCKC,ø,Pr1,ø,P,Pr,Pra,Prae,Praev,C,CC,CCK,CCKC,CCKCK,ø,11,10,10,7,10,16,3,3,3,3,3,4,0,light,light,light,schwa,light,light,c,c,c,o,c,c,CCK,CKC,CLC,CK,CKC,CCKC,CC,C,C,C,C,CC,,C,C,,C,C,K,K,L,K,K,K,3,3,3,2,4,4,1,1,1,0,1,1,2,1,1,1,1,2,1,1,2,1,1,1,CCVC,CVC,CVVC,CV,CVC,CCVC,3,2,1,1,2,3,N,AN,T,2,Praeventivbehandlung,undef
me,ø,e,me,hme,ahme,nahme,K,CK,LCK,CLCK,CCLCK,ø,Pr1,ø,P,Pr,Pra,Prae,Praev,C,CC,CCK,CCKC,CCKCK,ø,11,10,10,14,13,9,3,3,3,4,6,4,0,light,light,light,light,light,schwa,c,c,c,c,o,o,CCK,CKC,CLC,CLC,CL,CK,CC,C,C,C,C,C,,C,C,C,,,K,K,L,L,L,K,3,3,3,3,3,2,1,1,1,1,0,0,2,1,1,1,1,1,1,1,2,2,2,1,CCVC,CVC,CVVC,CVVC,CVV,CV,3,2,1,1,0,1,N,AN,T,2,Praeventivmassnahme,undef
mig,ø,g,ig,mig,rmig,ermig,C,KC,CKC,CCKC,KCCKC,noacc,py,ø,p,py,pyr,pyra,pyram,C,CL,CLC,CLCK,CLCKC,ø,9,10,11,10,11,12,4,5,5,3,3,4,0,light,light,light,schwa,light,light,o,c,o,c,c,c,CL,CK,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,K,L,K,K,K,2,2,2,3,3,3,0,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,CVV,CVC,CVV,CVC,CVC,CVC,0,2,0,2,2,2,A,NN,F,2,pyramidenfoermig,undef
le,ø,e,le,lle,olle,rolle,K,CK,KCK,CKCK,CCKCK,ø,Qua,ø,Q,Qu,Qua,Qual,Quali,C,CC,CCK,CCKC,CCKCL,ø,8,12,8,10,11,10,2,6,2,3,3,5,0,light,light,light,light,light,schwa,c,o,c,c,c,o,CCK,CL,CLA,CKC,CCK,CK,CC,C,C,C,CC,C,,,A,C,,,K,L,L,K,K,K,3,2,4,3,4,2,1,0,1,1,1,0,2,1,1,1,2,1,1,2,2,1,1,1,CCVC,CVV,CVVC,CVC,CCVC,CV,3,0,1,2,3,1,N,NN,T,2,Qualitaetskontrolle,undef
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,ø,ra,ø,r,ra,rat,rati,ratio,C,CK,CKA,CKAL,CKALL,ø,10,9,6,12,11,7,5,4,6,4,5,3,-1,light,light,light,schwa,light,schwa,c,o,o,c,o,o,CK,AL,L,CKC,CD,CK,C,A,,C,C,C,,,,C,,,K,L,L,K,D,K,2,2,1,3,3,2,1,0,0,1,0,0,1,1,0,1,1,1,1,2,2,1,2,1,CVC,CVV,VV,CVC,CVV,CV,2,0,0,2,0,1,ADV,NA,F,2,rationenweise,undef
men,ø,n,en,men,omen,nomen,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Ref,Refl,Refle,C,CL,CLC,CLCC,CLCCK,ø,10,11,11,11,9,12,5,3,2,3,4,4,0,light,light,light,light,light,schwa,o,c,c,o,o,c,CL,CCK,CCLC,CCL,CL,CKC,C,CC,CC,CC,C,C,,,C,,,C,L,K,L,L,L,K,2,3,3,3,2,3,0,1,1,0,0,1,1,2,2,2,1,1,2,1,2,2,2,1,CVV,CCVC,CCVVC,CCVV,CVV,CVC,0,3,1,1,0,2,N,AN,T,2,Reflexivpronomen,undef
deur,ø,r,ur,eur,deur,ndeur,C,LC,CLC,CCLC,KCCLC,ø,Re,ø,R,Re,Reg,Regi,Regim,C,CL,CLC,CLCL,CLCLC,ø,10,9,13,7,12,11,5,4,3,3,4,3,0,light,light,heavy,light,light,light,o,o,c,c,c,c,CL,CL,CKCA,CK,CKC,CLC,C,C,C,C,C,C,,,CA,,C,C,L,L,K,K,K,L,2,2,5,3,3,4,0,0,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,CVV,CVV,CVCC,CVC,CVC,CVVC,0,0,3,2,2,1,N,NN,T,2,Regimentskommandeur,undef
men,ø,n,en,men,omen,nomen,C,KC,CKC,LCKC,CLCKC,ø,Re,ø,R,Re,Rel,Rela,Relat,C,CL,CLC,CLCK,CLCKC,ø,10,10,10,11,9,12,5,5,3,3,4,4,0,light,light,light,light,light,schwa,o,c,c,o,o,c,CL,CK,CLC,CCL,CL,CKC,C,C,C,CC,C,C,,,C,,,C,L,K,L,L,L,K,2,2,3,3,2,3,0,1,1,0,0,1,1,1,1,2,1,1,2,1,2,2,2,1,CVV,CVC,CVVC,CCVV,CVV,CVC,0,2,1,1,0,2,N,AN,T,2,Relativpronomen,undef
rei,ø,i,ei,rei,erei,kerei,D,CD,KCD,CKCD,KCKCD,ø,Re,ø,R,Re,Rel,Reli,Relie,C,CL,CLC,CLCL,CLCLK,ø,10,12,7,10,7,14,5,6,3,3,3,7,0,light,light,light,light,schwa,light,o,o,c,c,o,o,CL,CL,KC,CCK,CK,CD,C,C,,CC,C,C,,,C,,,,L,L,K,K,K,D,2,2,2,3,3,3,0,0,1,1,0,0,1,1,0,2,1,1,2,2,1,1,1,2,CVV,CVV,VC,CCVC,CV,CVV,0,0,1,3,1,0,N,NN,T,2,Reliefstickerei,undef
mer,ø,r,er,mer,mmer,ammer,C,KC,CKC,KCKC,CKCKC,ø,Re,ø,R,Re,Req,Requ,Requi,C,CL,CLC,CLCC,CLCCL,ø,10,10,9,10,7,13,5,3,4,3,3,4,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CCL,CL,CKC,CK,CKC,C,CC,C,C,C,C,,,,C,,C,L,L,L,K,K,K,2,3,2,3,3,3,0,0,0,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,CVV,CCVV,CVV,CVC,CVC,CVC,0,1,0,2,2,2,N,ø,T,2,Requisitenkammer,undef
ter,ø,r,er,ter,ater,eater,C,KC,CKC,LCKC,LLCKC,ø,Re,ø,R,Re,Res,Resi,Resid,C,CL,CLC,CLCL,CLCLC,ø,10,9,11,7,10,11,5,4,2,3,10,3,0,light,light,heavy,light,light,schwa,o,o,c,o,o,c,CL,CL,CKCA,CL,L,CKC,C,C,C,C,,C,,,CA,,,C,L,L,K,L,L,K,2,2,4,3,1,3,0,0,2,0,0,1,1,1,1,1,0,1,2,2,1,2,2,1,CVV,CVV,CVCC,CVV,VV,CVC,0,0,3,0,0,2,N,NN,T,2,Residenztheater,undef
le,ø,e,le,lle,ille,tille,K,CK,KCK,CKCK,CCKCK,ø,Sal,ø,S,Sa,Sal,Salm,Salmi,C,CK,CKC,CKCC,CKCCL,ø,11,11,7,8,9,10,3,5,3,2,4,5,-1,light,light,light,light,light,schwa,c,o,c,c,c,o,CKC,CL,KC,CKC,CK,CK,C,C,,C,C,C,C,,C,C,,,K,L,K,K,K,K,3,2,2,2,4,2,1,0,1,1,1,0,1,1,0,1,1,1,1,2,1,1,1,1,CVC,CVV,VC,CVC,CVC,CV,2,0,1,2,2,1,N,NN,T,2,Salmiakpastille,undef
de,ø,e,de,rde,erde,oerde,K,CK,CCK,LCCK,CLCCK,ø,Sa,ø,S,Sa,San,Sani,Sanit,C,CK,CKC,CKCL,CKCLC,ø,7,11,8,7,11,7,3,5,2,3,3,3,0,light,light,light,schwa,light,schwa,c,o,c,o,c,o,CK,CL,CLA,CK,CLC,CK,C,C,C,C,C,C,,,A,,C,,K,L,L,K,L,K,2,2,4,2,3,2,1,0,1,0,1,0,1,1,1,1,1,1,1,2,2,1,2,1,CVC,CVV,CVVC,CV,CVVC,CV,2,0,1,1,1,1,N,NN,T,2,Sanitaetsbehoerde,undef
zier,ø,r,er,ier,zier,izier,C,LC,ALC,LALC,CLALC,ø,Sa,ø,S,Sa,San,Sani,Sanit,C,CK,CKC,CKCL,CKCLC,ø,7,11,8,6,9,13,3,5,2,6,4,4,0,light,light,light,light,light,light,c,o,c,c,o,c,CK,CL,CLA,K,CL,ALC,C,C,C,,C,A,,,A,,,C,K,L,L,K,L,L,2,2,4,2,2,4,1,0,1,1,0,1,1,1,1,0,1,1,1,2,2,1,2,2,CVC,CVV,CVVC,VC,CVV,CVVC,2,0,1,1,0,1,N,NN,T,2,Sanitaetsoffizier,undef
brik,ø,k,ik,rik,brik,abrik,C,LC,CLC,CCLC,KCCLC,ø,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,7,14,3,3,7,3,3,3,0,light,light,light,schwa,light,light,o,o,o,c,c,c,CL,CL,CL,CKC,CK,CCLC,C,C,C,C,C,CC,,,,C,,C,L,L,L,K,K,L,4,2,2,3,2,4,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,CVV,CVV,CVV,CVC,CVC,CCVVC,0,0,0,2,2,1,N,NN,T,2,Schokoladenfabrik,undef
ben,ø,n,en,ben,rben,arben,C,KC,CKC,CCKC,KCCKC,ø,scho,ø,s,sc,sch,scho,schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,11,10,3,3,7,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,c,CL,CL,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,L,L,K,K,K,4,2,2,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CVC,0,0,0,2,2,2,A,NN,F,2,schokoladenfarben,undef
big,ø,g,ig,big,rbig,arbig,C,KC,CKC,CCKC,KCCKC,noacc,scho,ø,s,sc,sch,scho,schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,11,10,3,3,7,3,3,3,0,light,light,light,schwa,light,light,o,o,o,c,c,c,CL,CL,CL,CKC,CKC,CKC,C,C,C,C,C,C,,,,C,C,C,L,L,L,K,K,K,4,2,2,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CVC,0,0,0,2,2,2,A,NA,F,2,schokoladenfarbig,undef
fel,ø,l,el,fel,afel,tafel,C,KC,CKC,LCKC,CLCKC,ø,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,11,11,3,3,7,3,5,3,0,light,light,light,schwa,light,schwa,o,o,o,c,o,c,CL,CL,CL,CKC,CL,CKC,C,C,C,C,C,C,,,,C,,C,L,L,L,K,L,K,4,2,2,3,2,3,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,CVV,CVV,CVV,CVC,CVV,CVC,0,0,0,2,0,2,N,NN,T,2,Schokoladentafel,undef
te,ø,e,te,rte,orte,torte,K,CK,CCK,KCCK,CKCCK,ø,Scho,ø,S,Sc,Sch,Scho,Schok,C,CL,CLC,CLCL,CLCLC,ø,7,7,14,10,11,7,3,3,7,3,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,o,CL,CL,CL,CKC,CKC,CK,C,C,C,C,C,C,,,,C,C,,L,L,L,K,K,K,4,2,2,3,3,2,0,0,0,1,1,0,1,1,1,1,1,1,2,2,2,1,1,1,CVV,CVV,CVV,CVC,CVC,CV,0,0,0,2,2,1,N,NN,T,2,Schokoladentorte,undef
se,ø,e,se,sse,asse,lasse,K,CK,KCK,CKCK,CCKCK,ø,Se,ø,S,Se,Sen,Seni,Senio,C,CL,CLC,CLCL,CLCLL,ø,7,11,6,13,11,7,3,5,6,4,3,3,0,light,light,light,schwa,light,schwa,o,o,o,c,c,o,CL,CL,L,CKC,CCK,CK,C,C,,C,CC,C,,,,C,,,L,L,L,K,K,K,2,2,1,3,4,2,0,0,0,1,1,0,1,1,0,1,2,1,2,2,2,1,1,1,CVV,CVV,VV,CVC,CCVC,CV,0,0,0,2,3,1,N,NN,T,2,Seniorenklasse,undef
vent,ø,t,nt,ent,vent,nvent,C,CC,KCC,CKCC,CCKCC,ø,Se,ø,S,Se,Sen,Seni,Senio,C,CL,CLC,CLCL,CLCLL,ø,7,11,6,13,10,11,3,5,6,4,3,2,0,light,light,light,schwa,light,heavy,o,o,o,c,c,c,CL,CL,L,CKC,CKC,CKCC,C,C,,C,C,C,,,,C,C,CC,L,L,L,K,K,K,2,2,1,3,3,4,0,0,0,1,1,2,1,1,0,1,1,1,2,2,2,1,1,1,CVV,CVV,VV,CVC,CVC,CVCC,0,0,0,2,2,3,N,NN,T,2,Seniorenkonvent,undef
den,ø,n,en,den,rden,orden,C,KC,CKC,CCKC,KCCKC,ø,Se,ø,S,Se,Ser,Sera,Serap,C,CL,CLC,CLCK,CLCKC,ø,7,10,9,12,10,10,3,5,4,4,5,3,0,light,light,light,schwa,light,schwa,o,c,o,c,c,c,CL,CK,CL,CKC,KC,CKC,C,C,C,C,,C,,,,C,C,C,L,K,L,K,K,K,2,2,3,3,2,3,0,1,0,1,1,1,1,1,1,1,0,1,2,1,2,1,1,1,CVV,CVC,CVV,CVC,VC,CVC,0,2,0,2,1,2,N,N,T,1,Seraphinenorden,undef
$e,ø,e,se,sse,asse,rasse,K,CK,LCK,CLCK,CCLCK,ø,Ser,ø,S,Se,Ser,Serp,Serpe,C,CK,CKC,CKCC,CKCCK,ø,11,10,9,12,16,7,3,3,4,4,4,3,0,light,light,light,schwa,light,schwa,c,c,o,c,o,o,CKC,CKC,CL,CKC,CCCL,CK,C,C,C,C,CCC,C,C,C,,C,,,K,K,L,K,L,K,3,3,2,3,4,2,1,1,0,1,0,0,1,1,1,1,3,1,1,1,2,1,2,1,CVC,CVC,CVV,CVC,CCCVV,CV,2,2,0,2,1,1,N,NN,T,2,Serpentinenstrasse,undef
hung,ø,g,ng,ung,hung,ehung,C,KC,LKC,ALKC,CALKC,ø,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,ø,7,10,14,10,9,11,3,3,7,5,4,5,0,light,light,light,light,light,light,c,o,c,c,o,c,CK,CCL,LC,KC,AL,KC,C,CC,,,A,,,,C,C,,C,K,L,L,K,L,K,2,2,2,2,3,4,1,0,1,1,0,1,1,2,0,0,1,0,1,2,2,1,2,1,CVC,CCVV,VVC,VC,CVV,VC,2,1,0,1,0,1,N,AN,T,2,Sexualerziehung,undef
chen,chen,n,en,hen,chen,echen,C,KC,CKC,KCKC,CKCKC,ø,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,ø,7,10,14,11,11,10,3,3,7,3,3,3,0,light,light,light,light,light,schwa,c,o,c,c,c,c,CK,CCL,LC,CKC,CCK,CKC,C,CC,,C,CC,C,,,C,C,,C,K,L,L,K,K,K,2,2,2,3,3,4,1,0,1,1,1,1,1,2,0,1,2,1,1,2,2,1,1,1,CVC,CCVV,VVC,CVC,CCVC,CVC,2,1,0,2,3,2,N,AN,T,2,Sexualverbrechen,undef
scher,ø,r,er,her,cher,scher,C,KC,CKC,CCKC,KCCKC,ø,Si,ø,S,Si,Sim,Simu,Simul,C,CL,CLC,CLCK,CLCKC,ø,9,15,14,11,10,11,4,5,4,3,3,3,-1,light,light,light,light,light,schwa,o,c,c,c,c,c,CL,CKC,CLC,CKC,CKC,CKC,C,C,C,C,C,C,,C,C,C,C,C,L,K,L,K,K,K,2,3,3,3,3,5,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,CVV,CVC,CVVC,CVC,CVC,CVC,0,2,1,2,2,2,N,AV,T,2,Simultandolmetscher,undef
