syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
be,ø,e,be,abe,gabe,ngabe,K,CK,LCK,CLCK,CCLCK,To,ø,T,To,Tol,Tole,Toler,C,CL,CLC,CLCL,CLCLC,7,10,14,9,11,7,3,5,3,4,5,3,-1,light,light,heavy,light,light,schwa,o,o,c,c,o,o,CL,CL,CKCA,KC,CL,CK,C,C,C,,C,C,,,CA,C,,,L,L,K,K,L,K,2,2,4,2,2,2,0,0,2,1,0,0,1,1,1,0,1,1,2,2,1,1,2,1,CVV,CVV,CVCC,VC,CVV,CV,0,0,3,1,0,1,N,NN,T,2,Toleranzangabe,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Tor,ø,T,To,Tor,Tors,Torsi,C,CK,CKC,CKCC,CKCCL,11,9,10,8,10,12,3,4,3,2,3,4,0,light,light,heavy,light,light,light,c,o,c,c,c,c,CKC,CL,LCC,CKC,CKC,CDC,C,C,,C,C,C,C,,CC,C,C,C,K,L,L,K,K,D,3,2,3,2,4,4,1,0,2,1,1,1,1,1,0,1,1,1,1,2,2,1,1,2,CVC,CVV,VVCC,CVC,CVC,CVVC,2,0,1,2,2,1,N,NN,T,2,Torsionsfestigkeit,undef
wu$t,ø,t,st,sst,usst,wusst,C,CC,KCC,CKCC,KCKCC,tra,ø,t,tr,tra,trad,tradi,C,CC,CCK,CCKC,CCKCL,11,9,9,10,7,11,3,4,4,3,3,2,-1,light,light,light,heavy,schwa,heavy,c,o,o,c,o,c,CCK,CL,AL,LCC,CK,CKCC,CC,C,A,,C,C,,,,CC,,CC,K,L,L,L,K,K,3,2,2,3,2,4,1,0,0,2,0,2,2,1,1,0,1,1,1,2,2,2,1,1,CCVC,CVV,CVV,VVCC,CV,CVCC,3,0,0,1,1,3,A,NA,F,2,traditionsbewusst,antepaenultima
m1$,ø,s,ss,ess,aess,maess,C,LC,CLC,KCLC,CKCLC,tra,ø,t,tr,tra,trad,tradi,C,CC,CCK,CCKC,CCKCL,11,9,9,10,7,10,3,4,4,3,3,3,-1,light,light,light,heavy,schwa,light,c,o,o,c,o,c,CCK,CL,AL,LCC,CK,CLC,CC,C,A,,C,C,,,,CC,,C,K,L,L,L,K,L,3,2,2,3,2,3,1,0,0,2,0,1,2,1,1,0,1,1,1,2,2,2,1,2,CCVC,CVV,CVV,VVCC,CV,CVVC,3,0,0,1,1,1,A,NA,F,2,traditionsgemaess,antepaenultima
e,ø,e,ie,die,edie,oedie,K,LK,CLK,LCLK,CLCLK,Tra,ø,T,Tr,Tra,Trag,Tragi,C,CC,CCK,CCKC,CCKCL,11,9,7,9,9,6,3,4,3,4,4,6,-1,light,light,light,light,light,schwa,c,o,o,o,o,o,CCK,CL,CL,CL,CL,K,CC,C,C,C,C,,,,,,,,K,L,L,L,L,K,3,2,2,2,2,1,1,0,0,0,0,0,2,1,1,1,1,0,1,2,2,2,2,1,CCVC,CVV,CVV,CVV,CVV,V,3,0,0,0,0,0,N,NN,T,2,Tragikomoedie,antepaenultima
o,o,o,io,dio,adio,radio,L,LL,CLL,LCLL,CLCLL,Tran,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,14,10,11,14,9,6,3,3,3,7,4,6,-2,light,light,light,light,light,light,c,c,c,o,o,o,CCKC,CKC,CKC,CL,CL,L,CC,C,C,C,C,,C,C,C,,,,K,K,K,L,L,L,4,2,4,2,2,1,1,1,1,0,0,0,2,1,1,1,1,0,1,1,1,2,2,2,CCVC,CVC,CVC,CVV,CVV,VV,3,2,2,0,0,0,N,NN,T,2,Transistorradio,sekunda
men,ø,n,en,men,emen,iemen,C,KC,CKC,LCKC,CLCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,11,9,10,12,12,3,5,4,3,6,4,-1,heavy,light,light,heavy,light,schwa,c,c,o,c,o,c,CCKCC,CK,CL,LCC,CL,CKC,CC,C,C,,C,C,CC,,,CC,,C,K,K,L,L,L,K,5,3,2,3,3,3,2,1,0,2,0,1,2,1,1,0,1,1,1,1,2,2,2,1,CCVCC,CVC,CVV,VVCC,CVV,CVC,4,2,0,1,0,2,N,NN,T,2,Transmissionsriemen,antepaenultima
men,ø,n,en,men,hmen,ehmen,C,KC,CKC,LCKC,CLCKC,Trans,ø,T,Tr,Tra,Tran,Trans,C,CC,CCK,CCKC,CCKCC,15,12,11,11,9,12,3,3,5,3,4,4,-1,heavy,heavy,light,schwa,light,schwa,c,c,c,c,o,c,CCKCC,CKCC,KC,CKC,CL,CKC,CC,C,,C,C,C,CC,CC,C,C,,C,K,K,K,K,L,K,5,4,2,3,3,3,2,2,1,1,0,1,2,1,0,1,1,1,1,1,1,1,2,1,CCVCC,CVCC,VC,CVC,CVV,CVC,4,3,1,2,0,2,N,NN,T,2,Transportunternehmen,sekunda
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Tren,ø,T,Tr,Tre,Tren,Trenn,C,CC,CCK,CCKC,CCKCK,11,15,10,7,9,12,3,3,3,3,4,4,-1,light,heavy,heavy,light,light,light,c,c,c,o,c,c,CCK,CKCC,KCC,CL,CK,CKC,CC,C,,C,C,C,,CC,CC,,,C,K,K,K,L,K,K,4,5,3,4,2,4,1,2,2,0,1,1,2,1,0,1,1,1,1,1,1,2,1,1,CCVC,CVCC,VCC,CVV,CVC,CVC,3,3,2,0,2,2,N,NV,T,2,Trennungsentschaedigung,prima
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,Tr3pf,ø,T,Tr,Tro,Troe,Troep,C,CC,CCK,CCKA,CCKAC,12,10,11,8,9,9,3,3,5,2,4,4,-1,light,schwa,light,light,light,light,c,c,c,c,o,c,CCKA,CKC,KC,CKC,AL,LC,CC,C,,C,A,,A,C,C,C,,C,K,K,K,K,L,L,5,4,2,3,2,2,1,1,1,1,0,1,2,1,0,1,1,0,1,1,1,1,2,2,CCVC,CVC,VC,CVC,CVV,VVC,3,2,1,2,0,0,N,NN,T,2,Troepfcheninfektion,prima
lus,ø,s,us,lus,llus,illus,C,KC,CKC,KCKC,AKCKC,Tu,ø,T,Tu,Tub,Tube,Tuber,C,CL,CLC,CLCK,CLCKC,9,11,11,7,9,13,4,3,3,3,4,4,0,light,light,schwa,light,light,light,o,c,c,c,c,c,CL,CKC,CKC,CK,AK,CKC,C,C,C,C,A,C,,C,C,,,C,L,K,K,K,K,K,2,3,3,2,3,3,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,CVV,CVC,CVC,CVC,CVC,CVC,0,2,2,2,2,2,N,NN,T,2,Tuberkelbazillus,sekunda
krank,ø,k,nk,ank,rank,krank,C,CC,KCC,CKCC,CCKCC,tu,ø,t,tu,tub,tube,tuber,C,CL,CLC,CLCK,CLCKC,9,11,9,10,7,15,4,3,4,5,3,3,0,light,light,light,light,schwa,heavy,o,c,o,o,o,c,CL,CKC,CL,CL,CK,CCKCC,C,C,C,C,C,CC,,C,,,,CC,L,K,L,L,K,K,2,3,2,2,2,5,0,1,0,0,0,2,1,1,1,1,1,2,2,1,2,2,1,1,CVV,CVC,CVV,CVV,CV,CCVCC,0,2,0,0,1,4,A,NA,F,2,tuberkulosekrank,antepaenultima
tor,ø,r,or,tor,ator,rator,C,KC,CKC,LCKC,CLCKC,Tur,ø,T,Tu,Tur,Turb,Turbo,C,CK,CKC,CKCC,CKCCL,13,7,7,9,14,11,4,3,3,4,7,3,0,light,light,light,light,light,light,c,o,o,o,o,c,CKC,CL,CL,CL,CL,CKC,C,C,C,C,C,C,C,,,,,C,K,L,L,L,L,K,3,2,2,2,2,3,1,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,CVC,CVV,CVV,CVV,CVV,CVC,2,0,0,0,0,2,N,ø,T,2,Turbogenerator,prima
tor,ø,r,or,tor,ator,lator,C,KC,CKC,LCKC,CLCKC,Tur,ø,T,Tu,Tur,Turb,Turbo,C,CK,CKC,CKCC,CKCCL,13,7,10,9,14,11,4,3,3,4,7,3,0,light,light,light,light,light,light,c,o,c,o,o,c,CKC,CL,CKC,CL,CL,CKC,C,C,C,C,C,C,C,,C,,,C,K,L,K,L,L,K,3,2,3,2,2,3,1,0,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,1,CVC,CVV,CVC,CVV,CVV,CVC,2,0,2,0,0,2,N,ø,T,2,Turboventilator,prima
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,Ty,ø,T,Ty,Typ,Type,Typen,C,CL,CLC,CLCK,CLCKC,9,10,10,7,10,9,4,3,3,3,5,4,-1,light,schwa,light,light,light,light,o,c,o,o,o,o,CL,CKC,CCL,CL,CL,CL,C,C,CC,C,C,C,,C,,,,,L,K,L,L,L,L,2,3,3,3,2,3,0,1,0,0,0,0,1,1,2,1,1,1,2,1,2,2,2,2,CVV,CVC,CCVV,CVV,CVV,CVV,0,2,1,0,0,0,N,NN,T,2,Typenpsychologie,prima
ne,ø,e,ne,ine,hine,chine,K,CK,LCK,CLCK,KCLCK,Ty,ø,T,Ty,Typ,Type,Typen,C,CL,CLC,CLCK,CLCKC,9,10,8,9,9,9,4,3,2,4,4,4,-1,light,schwa,light,light,light,schwa,o,c,c,c,o,o,CL,CKC,CKA,CK,CL,CK,C,C,C,C,C,C,,C,A,,,,L,K,K,K,L,K,2,3,4,2,4,2,0,1,1,1,0,0,1,1,1,1,1,1,2,1,1,1,2,1,CVV,CVC,CVC,CVC,CVV,CV,0,2,2,2,0,1,N,NN,T,2,Typensetzmaschine,prima
chen,chen,n,en,hen,chen,uchen,C,KC,CKC,KCKC,CKCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,9,14,10,8,3,3,4,3,3,0,light,schwa,schwa,light,light,schwa,o,c,o,c,c,c,L,CKC,CK,KC,CCCK,CKC,,C,C,,CCC,C,,C,,C,,C,L,K,K,K,K,K,1,3,2,2,4,4,0,1,0,1,1,1,0,1,1,0,3,1,2,1,1,1,1,1,VV,CVC,CV,VC,CCCVC,CVC,0,2,1,1,4,2,V,PV,F,2,ueberbeanspruchen,prima
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,8,9,12,8,3,3,2,4,4,0,light,schwa,schwa,light,light,light,o,c,o,c,c,c,L,CKC,CK,CKC,CK,CKC,,C,C,C,C,C,,C,,C,,C,L,K,K,K,K,K,1,3,2,5,2,4,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,VV,CVC,CV,CVC,CVC,CVC,0,2,1,2,2,2,N,PN,T,2,Ueberbeschaeftigung,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,11,7,15,8,3,3,3,3,5,0,light,schwa,schwa,light,schwa,light,o,c,o,c,o,c,L,CKC,CK,CKC,CK,CKC,,C,C,C,C,C,,C,,C,,C,L,K,K,K,K,K,1,3,2,3,2,4,0,1,0,1,0,1,0,1,1,1,1,1,2,1,1,1,1,1,VV,CVC,CV,CVC,CV,CVC,0,2,1,2,1,2,N,PN,T,2,Ueberbevoelkerung,prima
ne,ø,e,ne,ine,bine,abine,K,CK,LCK,CLCK,KCLCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,14,7,9,9,8,3,3,3,4,4,-1,light,schwa,light,light,light,schwa,o,c,c,c,o,o,L,CKC,CCKC,CK,CL,CK,,C,CC,C,C,C,,C,C,,,,L,K,K,K,L,K,1,3,5,2,2,2,0,1,1,1,0,0,0,1,2,1,1,1,2,1,1,1,2,1,VV,CVC,CCVC,CVC,CVV,CV,0,2,3,2,0,1,N,NN,T,2,Ueberdruckkabine,prima
ne,ø,e,ne,ine,bine,rbine,K,CK,LCK,CLCK,CCLCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,14,13,9,9,8,3,3,4,4,4,-1,light,schwa,light,light,light,schwa,o,c,c,c,o,o,L,CKC,CCKC,CKC,CL,CK,,C,CC,C,C,C,,C,C,C,,,L,K,K,K,L,K,1,3,5,3,2,2,0,1,1,1,0,0,0,1,2,1,1,1,2,1,1,1,2,1,VV,CVC,CCVC,CVC,CVV,CV,0,2,3,2,0,1,N,NN,T,2,Ueberdruckturbine,prima
do,ø,o,do,ndo,ando,mando,L,CL,CCL,KCCL,CKCCL,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,7,12,7,8,3,3,3,4,3,-1,light,schwa,light,light,light,light,o,c,c,c,c,o,L,CKC,CKC,CK,CKC,CL,,C,C,C,C,C,,C,C,,C,,L,K,K,K,K,L,1,3,4,3,3,2,0,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,1,2,VV,CVC,CVC,CVC,CVC,CVV,0,2,2,2,2,0,N,NN,T,2,Ueberfallkommando,prima
schaft,schaft,t,ft,aft,haft,chaft,C,CC,KCC,CKCC,CCKCC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,14,7,11,9,8,3,3,3,3,2,-1,light,schwa,light,schwa,light,heavy,o,c,c,o,c,c,L,CKC,CCKC,CK,CKC,CKCC,,C,CC,C,C,C,,C,C,,C,CC,L,K,K,K,K,K,1,3,4,2,4,6,0,1,1,0,1,2,0,1,2,1,1,1,2,1,1,1,1,1,VV,CVC,CCVC,CV,CVC,CVCC,0,2,3,1,2,3,N,NN,T,2,Ueberflussgesellschaft,prima
mung,ø,g,ng,ung,mung,mmung,C,KC,CKC,KCKC,CKCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,7,10,14,8,3,2,3,3,4,0,light,schwa,heavy,schwa,light,light,o,c,c,o,c,c,L,CKC,CKCC,CK,CCK,CKC,,C,C,C,CC,C,,C,CC,,,C,L,K,K,K,K,K,1,3,5,2,4,4,0,1,2,0,1,1,0,1,1,1,2,1,2,1,1,1,1,1,VV,CVC,CVCC,CV,CCVC,CVC,0,2,3,1,3,2,N,NN,T,2,Uebergangsbestimmung,prima
nung,ø,g,ng,ung,nung,inung,C,KC,CKC,DCKC,CDCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,10,11,14,8,3,2,5,5,4,0,light,schwa,heavy,light,light,light,o,c,c,c,o,c,L,CKC,CKCC,KC,CD,CKC,,C,C,,C,C,,C,CC,C,,C,L,K,K,K,D,K,1,3,5,2,5,4,0,1,2,1,0,1,0,1,1,0,1,1,2,1,1,1,2,1,VV,CVC,CVCC,VC,CVV,CVC,0,2,3,1,0,2,N,NN,T,2,Uebergangserscheinung,prima
um,um,m,um,ium,dium,adium,C,KC,LKC,CLKC,LCLKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,12,9,11,8,3,2,4,4,5,0,light,schwa,heavy,light,light,light,o,c,c,o,o,c,L,CKC,CKCC,CCL,CL,KC,,C,C,CC,C,,,C,CC,,,C,L,K,K,L,L,K,1,3,5,3,2,2,0,1,2,0,0,1,0,1,1,2,1,0,2,1,1,2,2,1,VV,CVC,CVCC,CCVV,CVV,VC,0,2,3,1,0,1,N,NN,T,2,Uebergangsstadium,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,8,9,9,8,3,2,2,4,4,-1,light,schwa,heavy,light,light,light,o,c,c,c,o,c,L,CKC,CKCC,CCK,AL,LC,,C,C,CC,A,,,C,CC,,,C,L,K,K,K,L,L,1,3,5,3,2,2,0,1,2,1,0,1,0,1,1,2,1,0,2,1,1,1,2,2,VV,CVC,CVCC,CCVC,CVV,VVC,0,2,3,3,0,0,N,NN,T,2,Uebergangsstation,prima
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,CLCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,10,10,9,13,8,3,3,3,4,4,0,light,schwa,light,light,light,schwa,o,c,c,c,o,c,L,CKC,CKC,CKC,CL,CKC,,C,C,C,C,C,,C,C,C,,C,L,K,K,K,L,K,1,3,3,3,3,3,0,1,1,1,0,1,0,1,1,1,1,1,2,1,1,1,2,1,VV,CVC,CVC,CVC,CVV,CVC,0,2,2,2,0,2,V,PV,F,2,ueberkompensieren,prima
le,ø,e,le,ale,rale,trale,K,CK,LCK,CLCK,CCLCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,14,10,15,10,8,3,3,3,5,5,0,light,schwa,heavy,light,light,schwa,o,c,c,c,o,o,L,CKC,CKCC,AKC,CCL,CK,,C,C,A,CC,C,,C,CC,C,,,L,K,K,K,L,K,1,3,4,3,3,2,0,1,2,1,0,0,0,1,1,1,2,1,2,1,1,1,2,1,VV,CVC,CVCC,CVC,CCVV,CV,0,2,3,2,1,1,N,ø,T,2,Ueberlandzentrale,prima
ce,ø,e,ce,nce,ance,hance,K,CK,NCK,CNCK,CCNCK,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,10,11,9,7,8,3,5,2,4,3,-1,light,schwa,light,schwa,light,schwa,o,c,o,c,o,o,L,CKC,CL,CKCC,CN,CK,,C,C,C,C,C,,C,,CC,,,L,K,L,K,N,K,1,3,2,4,4,2,0,1,0,2,0,0,0,1,1,1,1,1,2,1,2,1,2,1,VV,CVC,CVV,CVCC,CVV,CV,0,2,0,3,0,1,N,ø,T,2,Ueberlebenschance,undef
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,9,9,6,17,8,3,4,4,6,5,0,light,schwa,light,light,light,light,o,c,c,o,o,c,L,CKC,CK,AL,L,CLC,,C,C,A,,C,,C,,,,C,L,K,K,L,L,L,1,3,2,2,1,3,0,1,1,0,0,1,0,1,1,1,0,1,2,1,1,2,2,2,VV,CVC,CVC,CVV,VV,CVVC,0,2,2,0,0,1,A,ø,F,2,uebernational,prima
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,10,9,9,8,3,3,3,4,4,-1,light,schwa,light,light,light,light,o,c,o,c,o,c,L,CKC,CCL,CKC,AL,LC,,C,CC,C,A,,,C,,C,,C,L,K,L,K,L,L,1,3,3,3,2,2,0,1,0,1,0,1,0,1,2,1,1,0,2,1,2,1,2,2,VV,CVC,CCVV,CVC,CVV,VVC,0,2,1,2,0,0,N,PN,T,2,Ueberproduktion,prima
nal,ø,l,al,nal,onal,ional,C,LC,CLC,LCLC,LLCLC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,10,9,6,17,8,3,5,4,6,5,0,light,schwa,light,light,light,light,o,c,o,o,o,c,L,CKC,CL,CL,L,CLC,,C,C,C,,C,,C,,,,C,L,K,L,L,L,L,1,3,2,2,1,3,0,1,0,0,0,1,0,1,1,1,0,1,2,1,2,2,2,2,VV,CVC,CVV,CVV,VV,CVVC,0,2,0,0,0,1,A,ø,F,2,ueberregional,prima
tiert,ø,t,rt,ert,iert,tiert,C,CC,LCC,CLCC,CCLCC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,11,10,10,14,8,3,3,5,3,3,0,light,schwa,light,light,light,heavy,o,c,c,c,c,c,L,CKC,CLC,CK,CKC,CLCC,,C,C,C,C,C,,C,C,,C,CC,L,K,L,K,K,L,1,3,2,3,3,5,0,1,1,1,1,2,0,1,1,1,1,1,2,1,2,1,1,2,VV,CVC,CVVC,CVC,CVC,CVVCC,0,2,1,2,2,1,A,ø,F,2,ueberrepraesentiert,prima
beit,ø,t,it,eit,beit,rbeit,C,DC,CDC,CCDC,KCCDC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,13,10,12,8,3,3,3,5,4,0,light,schwa,light,heavy,light,light,o,c,c,c,c,c,L,CKC,CK,AKCC,KC,CDC,,C,C,A,,C,,C,,CC,C,C,L,K,K,K,K,D,1,3,3,5,2,4,0,1,1,2,1,1,0,1,1,1,0,1,2,1,1,1,1,2,VV,CVC,CVC,CVCC,VC,CVVC,0,2,2,3,1,1,N,NN,T,2,Uebersetzungsarbeit,undef
ro,ø,o,ro,ero,uero,buero,L,CL,LCL,CLCL,CCLCL,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,13,9,10,8,3,3,3,4,5,0,light,schwa,light,heavy,light,light,o,c,c,c,o,o,L,CKC,CK,AKCC,CL,CL,,C,C,A,C,C,,C,,CC,,,L,K,K,K,L,L,1,3,3,5,2,2,0,1,1,2,0,0,0,1,1,1,1,1,2,1,1,1,2,2,VV,CVC,CVC,CVCC,CVV,CVV,0,2,2,3,0,0,N,NN,T,2,Uebersetzungsbuero,undef
ler,ler,r,er,ler,hler,ehler,C,KC,CKC,LCKC,CLCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,7,13,7,14,8,3,3,3,3,4,0,light,schwa,light,heavy,light,schwa,o,c,c,c,o,c,L,CKC,CK,AKCC,CL,CKC,,C,C,A,C,C,,C,,CC,,C,L,K,K,K,L,K,1,3,3,5,3,3,0,1,1,2,0,1,0,1,1,1,1,1,2,1,1,1,2,1,VV,CVC,CVC,CVCC,CVV,CVC,0,2,2,3,0,2,N,NN,T,2,Uebersetzungsfehler,undef
ren,ø,n,en,ren,eren,ieren,C,KC,CKC,LCKC,ALCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,12,7,9,13,8,3,3,3,4,4,0,light,schwa,light,light,light,schwa,o,c,c,c,o,c,L,CKC,CCCK,CK,AL,CKC,,C,CCC,C,A,C,,C,,,,C,L,K,K,K,L,K,1,3,4,2,3,3,0,1,1,1,0,1,0,1,3,1,1,1,2,1,1,1,2,1,VV,CVC,CCCVC,CVC,CVV,CVC,0,2,4,2,0,2,V,PV,F,2,ueberstrapazieren,prima
merk,ø,k,rk,erk,merk,rmerk,C,CC,KCC,CKCC,CCKCC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCC,8,11,15,13,11,14,8,3,5,3,3,3,0,light,schwa,light,heavy,light,heavy,o,c,o,c,c,c,L,CKC,CCL,CKCC,CKC,CKCC,,C,CC,C,C,C,,C,,CC,C,CC,L,K,L,K,K,K,1,3,3,5,3,4,0,1,0,2,1,2,0,1,2,1,1,1,2,1,2,1,1,1,VV,CVC,CCVV,CVCC,CVC,CVCC,0,2,1,3,2,3,N,NN,T,2,Uebertragungsvermerk,undef
gen,ø,n,en,gen,rgen,orgen,C,KC,CKC,CCKC,KCCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCL,8,11,8,11,13,10,8,3,8,3,4,3,0,light,schwa,light,schwa,light,schwa,o,c,o,c,c,c,L,CKC,L,CKC,CKC,CKC,,C,,C,C,C,,C,,C,C,C,L,K,L,K,K,K,1,3,1,3,3,3,0,1,0,1,1,1,0,1,0,1,1,1,2,1,2,1,1,1,VV,CVC,VV,CVC,CVC,CVC,0,2,0,2,2,2,ADV,ø,F,2,ueberuebermorgen,prima
lich,ø,h,ch,ich,lich,tlich,C,KC,CKC,CCKC,CCCKC,2,ø,u,ue,ueb,uebe,ueber,L,LC,LCK,LCKC,LCKCC,8,11,9,10,9,13,8,3,4,3,2,4,0,light,schwa,light,schwa,heavy,light,o,c,c,c,c,c,L,CKC,CK,CKC,CKCC,CKC,,C,C,C,C,C,,C,,C,CC,C,L,K,K,K,K,K,1,3,3,3,6,4,0,1,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,VV,CVC,CVC,CVC,CVCC,CVC,0,2,2,2,3,2,A,ø,F,2,ueberwissenschaftlich,prima
ter,ø,r,er,ter,eter,aeter,C,KC,CKC,LCKC,CLCKC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCA,8,11,11,13,7,11,8,3,5,3,3,3,0,light,schwa,light,heavy,light,schwa,o,c,o,c,o,c,L,CKC,AD,CKCC,CL,CKC,,C,A,C,C,C,,C,,CC,,C,L,K,D,K,L,K,1,3,3,5,2,3,0,1,0,2,0,1,0,1,1,1,1,1,2,1,2,1,2,1,VV,CVC,CVV,CVCC,CVV,CVC,0,2,0,3,0,2,N,NN,T,2,Ueberzeugungstaeter,undef
dit,ø,t,it,dit,edit,redit,C,LC,CLC,LCLC,CLCLC,8,ø,U,Ue,Ueb,Uebe,Ueber,L,LC,LCK,LCKC,LCKCA,8,11,9,12,11,10,8,3,4,4,3,3,0,light,schwa,light,heavy,light,light,o,c,o,c,o,c,L,CKC,AL,KCC,CCL,CLC,,C,A,,CC,C,,C,,CC,,C,L,K,L,K,L,L,1,3,3,5,3,3,0,1,0,2,0,1,0,1,1,0,2,1,2,1,2,1,2,2,VV,CVC,CVV,VCC,CCVV,CVVC,0,2,0,2,1,1,N,NN,T,2,Ueberziehungskredit,undef
