syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,pos,comp_struct,nomen,comp_len,Word,stress_class
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,U,ø,U,Uf,Ufe,Ufer,Uferb,L,LC,LCK,LCKC,LCKCC,8,11,7,8,9,12,8,3,3,2,4,4,0,light,schwa,schwa,light,light,light,o,c,o,c,c,c,L,CKC,CK,CKC,CK,CKC,,C,C,C,C,C,,C,,C,,C,L,K,K,K,K,K,1,3,2,2,3,4,0,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,VV,CVC,CV,CVC,CVC,CVC,0,2,1,2,2,2,N,NN,T,2,Uferbefestigung,prima
lung,ø,g,ng,ung,lung,dlung,C,KC,CKC,CCKC,CCCKC,Ul,ø,U,Ul,Ult,Ultr,Ultra,K,KC,KCC,KCCC,KCCCL,12,15,11,7,10,16,6,5,3,3,3,4,0,light,light,light,schwa,light,light,c,o,c,o,c,c,KC,CCL,CKC,CK,CKC,CCKC,,CC,C,C,C,CC,C,,C,,C,C,K,L,K,K,K,K,2,3,6,2,4,4,1,0,1,0,1,1,0,2,1,1,1,2,1,2,1,1,1,1,VC,CCVV,CVC,CV,CVC,CCVC,1,1,2,1,2,3,N,NN,T,2,Ultraschallbehandlung,prima
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Um,ø,U,Um,Uml,Umla,Umlau,K,KC,KCC,KCCD,KCCDC,11,15,7,13,10,12,5,5,3,3,3,4,-1,light,light,schwa,light,light,light,c,c,o,c,c,c,KC,CDC,CK,CCKC,CKC,CDC,,C,C,CC,C,C,C,C,,C,C,C,K,D,K,K,K,D,2,4,2,6,3,4,1,1,0,1,1,1,0,1,1,2,1,1,1,2,1,1,1,2,VC,CVVC,CV,CCVC,CVC,CVVC,1,1,1,3,2,1,N,NN,T,2,Umlaufgeschwindigkeit,prima
on,ø,n,on,ion,sion,ision,C,LC,LLC,CLLC,LCLLC,Um,ø,U,Um,Ums,Umsa,Umsat,K,KC,KCC,KCCK,KCCKA,11,8,11,9,9,9,5,2,3,4,4,4,-1,light,light,light,light,light,light,c,c,o,o,o,c,KC,CKA,CCL,CL,CL,LC,,C,CC,C,C,,C,A,,,,C,K,K,L,L,L,L,2,4,3,2,2,2,1,1,0,0,0,1,0,1,2,1,1,0,1,1,2,2,2,2,VC,CVC,CCVV,CVV,CVV,VVC,1,2,1,0,0,0,N,NN,T,2,Umsatzprovision,prima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,un,ø,u,un,ung,unge,unger,K,KC,KCC,KCCK,KCCKC,11,7,11,11,11,7,5,3,3,3,5,3,-1,light,schwa,light,schwa,light,schwa,c,o,c,c,o,o,KC,CK,CKC,CKC,CD,CK,,C,C,C,C,C,C,,C,C,,,K,K,K,K,D,K,2,2,4,3,3,2,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,VC,CV,CVC,CVC,CVV,CV,1,1,2,2,0,1,ADV,ø,F,2,ungerechterweise,multa
be,ø,e,be,rbe,erbe,lerbe,K,CK,CCK,KCCK,CKCCK,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,11,8,11,15,10,7,5,8,3,5,5,3,-1,light,light,light,light,light,schwa,c,o,c,c,c,o,KC,L,CKC,CLC,KC,CK,,,C,C,,C,C,,C,C,C,,K,L,K,L,K,K,1,2,3,3,2,2,1,0,1,1,1,0,0,0,1,1,0,1,1,2,1,2,1,1,VC,VV,CVC,CVVC,VC,CV,1,0,2,1,1,1,N,AN,T,2,Universalerbe,antepaenultima
nie,ø,e,ie,nie,enie,genie,L,CL,LCL,CLCL,CCLCL,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,8,11,11,15,7,11,8,5,3,5,3,5,0,light,light,light,light,light,light,c,o,c,c,o,o,K,CL,CKC,CLC,CL,CL,,C,C,C,C,C,,,C,C,,,K,L,K,L,L,L,1,2,3,3,2,3,1,0,1,1,0,0,0,1,1,1,1,1,1,2,1,2,2,2,VC,CVV,CVC,CVVC,CVV,CVV,1,0,2,1,0,0,N,AN,T,2,Universalgenie,antepaenultima
tel,ø,l,el,tel,ttel,ittel,C,KC,CKC,KCKC,CKCKC,U,ø,U,Un,Uni,Univ,Unive,K,KC,KCL,KCLC,KCLCK,8,11,11,15,11,11,8,5,3,5,5,3,0,light,light,light,light,light,schwa,c,o,c,c,c,c,K,CL,CKC,CLC,CK,CKC,,C,C,C,C,C,,,C,C,,C,K,L,K,L,K,K,1,2,3,3,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,2,1,2,1,1,VC,CVV,CVC,CVVC,CVC,CVC,1,0,2,1,2,2,N,AN,T,2,Universalmittel,antepaenultima
se,ø,e,se,ise,eise,weise,K,CK,DCK,CDCK,CCDCK,un,ø,u,un,unr,unri,unric,K,KC,KCC,KCCK,KCCKC,11,13,9,11,11,7,5,4,4,3,5,3,-1,light,light,light,schwa,light,schwa,c,c,o,c,o,o,KC,CKC,CL,CKC,CD,CK,,C,C,C,C,C,C,C,,C,,,K,K,L,K,D,K,2,4,2,3,3,2,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVC,CVV,CV,1,2,0,2,0,1,ADV,ø,F,2,unrichtigerweise,multa
tor,ø,r,or,tor,ktor,aktor,C,KC,CKC,CCKC,KCCKC,Un,ø,U,Un,Uns,Unsi,Unsic,K,KC,KCC,KCCK,KCCKC,11,9,11,12,8,11,5,4,3,4,2,3,-1,light,light,schwa,light,light,light,c,c,c,c,c,c,KC,CK,CKC,CDA,CKC,CKC,,C,C,C,C,C,C,,C,A,C,C,K,K,K,D,K,K,2,2,4,5,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,VC,CVC,CVC,CVVC,CVC,CVC,1,2,2,1,2,2,N,NN,T,2,Unsicherheitsfaktor,prima
chen,chen,n,en,hen,chen,ichen,C,KC,CKC,DCKC,ADCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,9,16,11,10,5,3,4,4,5,3,0,light,schwa,light,heavy,light,schwa,c,c,o,c,o,c,KC,CKC,CL,CKCC,AD,CKC,,C,C,C,A,C,C,C,,CC,,C,K,K,L,K,D,K,2,3,3,5,3,4,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,N,NN,T,2,Unterfuehrungszeichen,undef
gung,ø,g,ng,ung,gung,egung,C,KC,CKC,LCKC,CLCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,17,7,7,12,5,3,3,3,3,4,-1,light,schwa,heavy,schwa,light,light,c,c,c,o,o,c,KC,CKC,CCKCC,CK,CL,CKC,,C,CC,C,C,C,C,C,CC,,,C,K,K,K,K,L,K,2,3,5,2,2,4,1,1,2,0,0,1,0,1,2,1,1,1,1,1,1,1,2,1,VC,CVC,CCVCC,CV,CVV,CVC,1,2,4,1,0,2,N,NN,T,2,Untergrundbewegung,prima
tigt,ø,t,gt,igt,tigt,htigt,C,CC,KCC,CKCC,CCKCC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,12,7,11,11,5,3,3,3,3,2,-1,light,schwa,heavy,schwa,light,heavy,c,c,c,o,c,c,KC,CKC,CKCA,CK,CKC,CKCC,,C,C,C,C,C,C,C,CA,,C,CC,K,K,K,K,K,K,2,3,5,2,4,4,1,1,2,0,1,2,0,1,1,1,1,1,1,1,1,1,1,1,VC,CVC,CVCC,CV,CVC,CVCC,1,2,3,1,2,3,A,NF,F,2,unterhaltsberechtigt,prima
tet,ø,t,et,tet,htet,chtet,C,KC,CKC,CCKC,KCCKC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,12,11,14,8,5,3,3,3,3,2,-1,light,schwa,heavy,light,light,schwa,c,c,c,c,c,c,KC,CKC,CKCA,CKC,ACKC,CKC,,C,C,C,AC,C,C,C,CA,C,C,C,K,K,K,K,K,K,2,3,5,3,6,3,1,1,2,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,VC,CVC,CVCC,CVC,CCVC,CVC,1,2,3,2,3,2,A,NF,F,2,unterhaltsverpflichtet,prima
sik,ø,k,ik,sik,usik,musik,C,LC,CLC,LCLC,CLCLC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,11,10,5,3,3,3,5,3,-1,light,schwa,light,heavy,light,light,c,c,c,c,o,c,KC,CKC,CKC,CKCC,CL,CLC,,C,C,C,C,C,C,C,C,CC,,C,K,K,K,K,L,L,2,3,3,5,2,3,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,2,2,VC,CVC,CVC,CVCC,CVV,CVVC,1,2,2,3,0,1,N,NN,T,2,Unterhaltungsmusik,undef
gramm,ø,m,mm,amm,ramm,gramm,C,KC,CKC,CCKC,LCCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,11,14,5,3,3,3,3,3,0,light,schwa,light,heavy,light,light,c,c,c,c,o,c,KC,CKC,CKC,CKCC,CCL,CCKC,,C,C,C,CC,CC,C,C,C,CC,,C,K,K,K,K,L,K,2,3,3,5,3,5,1,1,1,2,0,1,0,1,1,1,2,2,1,1,1,1,2,1,VC,CVC,CVC,CVCC,CCVV,CCVC,1,2,2,3,1,3,N,NN,T,2,Unterhaltungsprogramm,undef
man,ø,n,an,man,oman,roman,C,LC,CLC,LCLC,CLCLC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,10,16,5,3,3,3,5,5,0,light,schwa,light,heavy,light,light,c,c,c,c,o,c,KC,CKC,CKC,CKCC,CL,CLC,,C,C,C,C,C,C,C,C,CC,,C,K,K,K,K,L,L,2,3,3,5,2,3,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,2,2,VC,CVC,CVC,CVCC,CVV,CVVC,1,2,2,3,0,1,N,NN,T,2,Unterhaltungsroman,undef
dung,ø,g,ng,ung,dung,ndung,C,KC,CKC,CCKC,KCCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,10,12,5,3,3,3,3,4,0,light,schwa,light,heavy,light,light,c,c,c,c,c,c,KC,CKC,CKC,CKCC,CKC,CKC,,C,C,C,C,C,C,C,C,CC,C,C,K,K,K,K,K,K,2,3,3,5,3,4,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,VC,CVC,CVC,CVCC,CVC,CVC,1,2,2,3,2,2,N,NN,T,2,Unterhaltungssendung,undef
de,ø,e,de,nde,ende,uende,K,CK,CCK,KCCK,CKCCK,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,10,13,12,7,5,3,5,3,4,3,-1,light,schwa,light,heavy,light,schwa,c,c,c,c,c,o,KC,CKC,CK,CKCC,CKC,CK,,C,C,C,C,C,C,C,,CC,C,,K,K,K,K,K,K,2,3,3,5,3,2,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,VC,CVC,CVC,CVCC,CVC,CV,1,2,2,3,2,1,N,NN,T,2,Unterlassungssuende,undef
siert,ø,t,rt,ert,iert,siert,C,CC,LCC,CLCC,LCLCC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,9,7,12,14,5,3,4,3,6,3,0,light,schwa,light,light,light,heavy,c,c,o,o,o,c,KC,CKC,CL,CL,CL,CLCC,,C,C,C,C,C,C,C,,,,CC,K,K,L,L,L,L,2,3,2,2,2,5,1,1,0,0,0,2,0,1,1,1,1,1,1,1,2,2,2,2,VC,CVC,CVV,CVV,CVV,CVVCC,1,2,0,0,0,1,A,ø,F,2,untermotorisiert,prima
ter,ø,r,er,ter,iter,eiter,C,KC,CKC,DCKC,CDCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,9,13,14,11,5,3,4,3,7,3,0,light,schwa,light,schwa,light,schwa,c,c,o,c,o,c,KC,CKC,CL,CKCC,CD,CKC,,C,C,C,C,C,C,C,,CC,,C,K,K,L,K,D,K,2,3,3,4,3,3,1,1,0,2,0,1,0,1,1,1,1,1,1,1,2,1,2,1,VC,CVC,CVV,CVCC,CVV,CVC,1,2,0,3,0,2,N,NV,T,2,Unternehmensleiter,undef
giert,ø,t,rt,ert,iert,giert,C,CC,LCC,CLCC,LCLCC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,13,9,10,14,5,3,4,4,5,3,0,light,schwa,light,light,light,heavy,c,c,o,o,o,c,KC,CKC,CCL,CL,CL,CLCC,,C,CC,C,C,C,C,C,,,,CC,K,K,L,L,L,L,2,3,3,2,2,5,1,1,0,0,0,2,0,1,2,1,1,1,1,1,2,2,2,2,VC,CVC,CCVV,CVV,CVV,CVVCC,1,2,1,0,0,1,A,ø,F,2,unterprivilegiert,prima
tiert,ø,t,rt,ert,iert,tiert,C,CC,LCC,CLCC,CCLCC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,10,11,10,14,5,3,5,3,3,3,0,light,schwa,light,light,light,heavy,c,c,o,c,c,c,KC,CKC,CL,CCK,CKC,CLCC,,C,C,CC,C,C,C,C,,,C,CC,K,K,L,K,K,L,2,3,2,3,3,5,1,1,0,1,1,2,0,1,1,2,1,1,1,1,2,1,1,2,VC,CVC,CVV,CCVC,CVC,CVVCC,1,2,0,3,2,1,A,ø,F,2,unterrepraesentiert,prima
tend,ø,d,nd,end,tend,itend,C,CC,KCC,CKCC,DCKCC,un,ø,u,un,unt,unte,unter,K,KC,KCC,KCCK,KCCKC,11,11,14,7,15,11,5,3,3,3,5,2,0,light,schwa,heavy,schwa,light,schwa,c,c,c,o,o,c,KC,CKC,CKCA,CK,CCD,CKCC,,C,C,C,CC,C,C,C,CA,,,CC,K,K,K,K,D,K,2,3,6,2,4,4,1,1,2,0,0,2,0,1,1,1,2,1,1,1,1,1,2,1,VC,CVC,CVCC,CV,CCVV,CVCC,1,2,3,1,1,3,A,NF,F,2,unterrichtsbegleitend,prima
stand,ø,d,nd,and,tand,stand,C,CC,KCC,CKCC,CCKCC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,14,7,10,12,5,3,3,3,3,2,-1,light,schwa,heavy,light,schwa,heavy,c,c,c,o,c,c,KC,CKC,CKCA,CL,CKC,CCKCC,,C,C,C,C,CC,C,C,CA,,C,CC,K,K,K,L,K,K,2,3,6,2,3,5,1,1,2,0,1,2,0,1,1,1,1,2,1,1,1,2,1,1,VC,CVC,CVCC,CVV,CVC,CCVCC,1,2,3,0,2,4,N,NN,T,2,Unterrichtsgegenstand,prima
de,ø,e,de,ode,hode,thode,K,CK,LCK,CLCK,LCLCK,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,14,9,7,7,5,3,3,4,3,3,-1,light,schwa,heavy,light,light,schwa,c,c,c,o,o,o,KC,CKC,CKCA,CL,CL,CK,,C,C,C,C,C,C,C,CA,,,,K,K,K,L,L,K,2,3,6,2,3,2,1,1,2,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,VC,CVC,CVCC,CVV,CVV,CV,1,2,3,0,0,1,N,NN,T,2,Unterrichtsmethode,prima
mal,ø,l,al,mal,kmal,rkmal,C,LC,CLC,CCLC,CCCLC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,11,13,14,17,5,3,5,3,3,5,1,light,schwa,light,heavy,heavy,light,c,c,o,c,c,c,KC,CKC,CD,CKCC,CKCC,CLC,,C,C,C,C,C,C,C,,CC,CC,C,K,K,D,K,K,L,2,3,5,5,4,3,1,1,0,2,2,1,0,1,1,1,1,1,1,1,2,1,1,2,VC,CVC,CVV,CVCC,CVCC,CVVC,1,2,0,3,3,1,N,NN,T,2,Unterscheidungsmerkmal,undef
pe,ø,e,pe,ppe,appe,mappe,K,CK,KCK,CKCK,CCKCK,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,14,10,9,7,5,3,3,3,4,3,-1,light,schwa,light,schwa,light,schwa,c,c,c,c,c,o,KC,CKC,CCKC,CKC,CK,CK,,C,CC,C,C,C,C,C,C,C,,,K,K,K,K,K,K,2,3,6,3,3,2,1,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,1,1,VC,CVC,CCVC,CVC,CVC,CV,1,2,3,2,2,1,N,NN,T,2,Unterschriftenmappe,prima
t1r,ø,r,er,aer,taer,etaer,C,LC,CLC,LCLC,CLCLC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,13,8,10,11,5,3,3,2,5,3,-1,light,schwa,light,light,light,light,c,c,c,c,o,c,KC,CKC,CCLA,CLC,CL,CLC,,C,CC,C,C,C,C,C,A,C,,C,K,K,L,L,L,L,2,3,6,2,3,3,1,1,1,1,0,1,0,1,2,1,1,1,1,1,2,2,2,2,VC,CVC,CCVVC,CVVC,CVV,CVVC,1,2,1,1,0,1,N,PN,T,2,Unterstaatssekretaer,undef
schu$,ø,s,ss,uss,huss,chuss,C,KC,CKC,CCKC,DCCKC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,9,13,11,10,5,3,4,3,5,3,0,light,schwa,light,heavy,light,light,c,c,o,c,c,c,KC,CKC,CL,CKCC,DC,CKC,,C,C,C,,C,C,C,,CC,C,C,K,K,L,K,D,K,2,3,2,6,3,5,1,1,0,2,1,1,0,1,1,1,0,1,1,1,2,1,2,1,VC,CVC,CVV,CVCC,VVC,CVC,1,2,0,3,0,2,N,NN,T,2,Untersuchungsausschuss,undef
fund,ø,d,nd,und,fund,efund,C,CC,KCC,CKCC,KCKCC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,9,13,7,13,5,3,4,3,3,3,0,light,schwa,light,heavy,schwa,heavy,c,c,o,c,o,c,KC,CKC,CL,CKCC,CK,CKCC,,C,C,C,C,C,C,C,,CC,,CC,K,K,L,K,K,K,2,3,2,6,2,4,1,1,0,2,0,2,0,1,1,1,1,1,1,1,2,1,1,1,VC,CVC,CVV,CVCC,CV,CVCC,1,2,0,3,1,3,N,NN,T,2,Untersuchungsbefund,undef
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,10,7,10,13,5,3,3,3,5,4,0,light,schwa,light,schwa,light,light,c,c,c,o,c,c,KC,CKC,CKC,CK,CK,CLC,,C,C,C,C,C,C,C,C,,,C,K,K,K,K,K,L,2,3,3,2,2,3,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,VC,CVC,CVC,CV,CVC,CVVC,1,2,2,1,2,1,N,PN,T,2,Untertemperatur,prima
werk,ø,k,rk,erk,werk,twerk,C,CC,KCC,CKCC,CCKCC,Un,ø,U,Un,Unt,Unte,Unter,K,KC,KCC,KCCK,KCCKC,11,11,7,11,13,12,5,3,3,3,2,3,0,light,schwa,light,schwa,heavy,heavy,c,c,c,c,c,c,KC,CKC,CK,CKC,CCKCC,CKCC,,C,C,C,CC,C,C,C,,C,CC,CC,K,K,K,K,K,K,2,3,3,3,5,4,1,1,1,1,2,2,0,1,1,1,2,1,1,1,1,1,1,1,VC,CVC,CVC,CVC,CCVCC,CVCC,1,2,2,2,4,3,N,NN,T,2,Unterwasserkraftwerk,undef
re,ø,e,re,hre,ehre,lehre,K,CK,LCK,CLCK,ACLCK,U,ø,U,Ut,Uti,Util,Utili,L,LC,LCL,LCLC,LCLCL,8,9,12,8,10,10,8,4,6,2,5,5,0,light,light,light,light,light,schwa,o,o,o,c,o,o,L,CL,CL,CLA,CL,CK,,C,C,C,C,C,,,,A,,,L,L,L,L,L,K,1,2,2,4,3,2,0,0,0,1,0,0,0,1,1,1,1,1,2,2,2,2,2,1,VV,CVV,CVV,CVVC,CVV,CV,0,0,0,1,0,1,N,NN,T,2,Utilitaetslehre,antepaenultima
ben,ø,n,en,ben,eben,leben,C,KC,CKC,LCKC,CLCKC,Va,ø,V,Va,Vag,Vaga,Vagab,C,CK,CKC,CKCK,CKCKC,7,7,12,10,10,10,3,3,4,3,5,3,0,light,light,light,schwa,light,schwa,c,c,c,c,o,c,CK,CK,CKC,CKC,CL,CKC,C,C,C,C,C,C,,,C,C,,C,K,K,K,K,L,K,2,2,3,3,2,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,CVC,CVC,CVC,CVC,CVV,CVC,2,2,2,2,0,2,N,NN,T,2,Vagabundenleben,undef
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,Va,ø,V,Va,Vak,Vaku,Vakuu,C,CL,CLC,CLCL,CLCLK,11,9,11,6,7,15,5,4,5,6,3,5,0,light,light,light,light,light,light,o,o,c,c,c,c,CL,CL,KC,K,CK,CLC,C,C,,,C,C,,,C,,,C,L,L,K,K,K,L,2,2,2,2,2,3,0,0,1,1,1,1,1,1,0,0,1,1,2,2,1,1,1,2,CVV,CVV,VC,VC,CVC,CVVC,0,0,1,1,2,1,N,NN,T,2,Vakuumapparat,prima
mung,ø,g,ng,ung,mung,mmung,C,KC,CKC,KCKC,CKCKC,Va,ø,V,Va,Vat,Vate,Vater,C,CL,CLC,CLCK,CLCKC,11,11,9,7,10,14,5,3,2,3,3,4,0,light,schwa,heavy,schwa,light,light,o,c,c,o,c,c,CL,CKC,CKCA,CK,CCK,CKC,C,C,C,C,CC,C,,C,CA,,,C,L,K,K,K,K,K,2,3,7,2,4,4,0,1,2,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,CVV,CVC,CVCC,CV,CCVC,CVC,0,2,3,1,3,2,N,NN,T,2,Vaterschaftsbestimmung,prima
punkt,ø,t,kt,nkt,unkt,punkt,C,CC,CCC,KCCC,CKCCC,Ve,ø,V,Ve,Veg,Vege,Veget,C,CL,CLC,CLCL,CLCLC,7,7,7,9,10,14,3,3,3,4,3,2,1,light,light,light,light,heavy,heavy,o,o,c,o,c,c,CL,CL,CK,AL,LCC,CKCCC,C,C,C,A,,C,,,,,CC,CCC,L,L,K,L,L,K,2,2,2,2,3,5,0,0,1,0,2,3,1,1,1,1,0,1,2,2,1,2,2,1,CVV,CVV,CVC,CVV,VVCC,CVCCC,0,0,2,0,1,4,N,NN,T,2,Vegetationspunkt,paenultima
wu$t,ø,t,st,sst,usst,wusst,C,CC,KCC,CKCC,KCKCC,ver,ver,v,ve,ver,vera,veran,C,CK,CKC,CKCK,CKCKC,11,10,11,13,7,11,3,3,3,3,3,2,-1,light,heavy,light,heavy,schwa,heavy,c,c,c,c,o,c,CKC,KCC,CKC,CKCC,CK,CKCC,C,,C,C,C,C,C,CC,C,CC,,CC,K,K,K,K,K,K,3,3,3,5,2,4,1,2,1,2,0,2,1,0,1,1,1,1,1,1,1,1,1,1,CVC,VCC,CVC,CVCC,CV,CVCC,2,2,2,3,1,3,A,NA,F,2,verantwortungsbewusst,sekunda
f2hl,ø,l,hl,ehl,uehl,fuehl,C,LC,CLC,KCLC,CKCLC,Ver,ø,V,Ve,Ver,Vera,Veran,C,CK,CKC,CKCK,CKCKC,11,10,11,13,7,13,3,3,3,3,3,4,0,light,heavy,light,heavy,schwa,light,c,c,c,c,o,c,CKC,KCC,CKC,CKCC,CK,CLC,C,,C,C,C,C,C,CC,C,CC,,C,K,K,K,K,K,L,3,3,3,5,2,4,1,2,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,2,CVC,VCC,CVC,CVCC,CV,CVVC,2,2,2,3,1,1,N,NN,T,2,Verantwortungsgefuehl,sekunda
al,al,l,al,ial,rial,erial,C,LC,LLC,CLLC,LCLLC,Ver,ø,V,Ve,Ver,Verb,Verba,C,CK,CKC,CKCC,CKCCK,11,11,9,7,12,14,3,2,4,3,6,7,0,light,heavy,light,light,light,light,c,c,c,o,o,c,CKC,CKCC,CK,CL,CL,LC,C,C,C,C,C,,C,CC,,,,C,K,K,K,L,L,L,3,4,2,2,2,2,1,2,1,0,0,1,1,1,1,1,1,0,1,1,1,2,2,2,CVC,CVCC,CVC,CVV,CVV,VVC,2,3,2,0,0,0,N,NN,T,2,Verbandmaterial,sekunda
de,ø,e,de,nde,ende,zende,K,CK,CCK,KCCK,AKCCK,Ver,ø,V,Ve,Ver,Verb,Verba,C,CK,CKC,CKCC,CKCCK,11,11,11,9,10,7,3,2,3,4,3,3,-1,light,heavy,light,light,schwa,schwa,c,c,c,c,c,o,CKC,CKCA,CLC,CK,AKC,CK,C,C,C,C,A,C,C,CA,C,,C,,K,K,L,K,K,K,3,5,3,3,3,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,CVC,CVCC,CVVC,CVC,CVC,CV,2,3,1,2,2,1,N,NN,T,2,Verbandsvorsitzende,sekunda
schlag,ø,g,ag,lag,hlag,chlag,C,LC,CLC,CCLC,CCCLC,Ver,ø,V,Ve,Ver,Verb,Verbe,C,CK,CKC,CKCC,CKCCK,11,7,7,16,11,16,3,3,3,4,3,4,1,light,light,schwa,heavy,light,light,c,c,o,c,c,c,CKC,CK,CK,CKCC,CLC,CCLC,C,C,C,C,C,CC,C,,,CC,C,C,K,K,K,K,L,L,3,3,2,5,3,6,1,1,0,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,CVC,CVC,CV,CVCC,CVVC,CCVVC,2,2,1,3,1,1,N,NN,T,2,Verbesserungsvorschlag,sekunda
