syl_suffix,signi_suffix,suffix1,suffix2,suffix3,suffix4,suffix5,suffix_phoncat1,suffix_phoncat2,suffix_phoncat3,suffix_phoncat4,suffix_phoncat5,syl_praefix,signi_praefix,praefix1,praefix2,praefix3,praefix4,praefix5,praefix_phoncat1,praefix_phoncat2,praefix_phoncat3,praefix_phoncat4,praefix_phoncat5,sonority0,sonority1,sonority2,sonority3,sonority4,sonority5,sonority6,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_ratio5,sonority_ratio6,sonority_dir,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,syl_weight5,syl_weight6,syl_open0,syl_open1,syl_open2,syl_open3,syl_open4,syl_open5,syl_open6,syl_phoncat0,syl_phoncat1,syl_phoncat2,syl_phoncat3,syl_phoncat4,syl_phoncat5,syl_phoncat6,onset_phoncat0,onset_phoncat1,onset_phoncat2,onset_phoncat3,onset_phoncat4,onset_phoncat5,onset_phoncat6,koda_phoncat0,koda_phoncat1,koda_phoncat2,koda_phoncat3,koda_phoncat4,koda_phoncat5,koda_phoncat6,nucleus_phoncat0,nucleus_phoncat1,nucleus_phoncat2,nucleus_phoncat3,nucleus_phoncat4,nucleus_phoncat5,nucleus_phoncat6,syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl_len5,syl_len6,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,koda_len5,koda_len6,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,onset_len5,onset_len6,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,nucleus_len5,nucleus_len6,syl_cv0,syl_cv1,syl_cv2,syl_cv3,syl_cv4,syl_cv5,syl_cv6,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,cv_ratio5,cv_ratio6,pos,comp_struct,nomen,comp_len,Word,stress_class
tur,ø,r,ur,tur,atur,ratur,C,LC,CLC,KCLC,CKCLC,Se,ø,S,Se,Sek,Seku,Sekun,C,CL,CLC,CLCK,CLCKC,7,12,11,12,7,10,13,3,4,3,6,3,5,4,0,light,light,light,light,schwa,light,light,o,c,c,c,o,c,c,CL,CKC,CLC,CK,CK,CK,CLC,C,C,C,C,C,C,C,,C,C,,,,C,L,K,L,K,K,K,L,2,3,3,2,2,2,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,CVV,CVC,CVVC,CVC,CV,CVC,CVVC,0,2,1,2,1,2,1,N,AN,T,2,Sekundaerliteratur,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Se,ø,S,Se,Sek,Seku,Sekun,C,CL,CLC,CLCK,CLCKC,7,12,10,7,13,10,12,3,4,3,3,3,3,4,0,light,light,schwa,schwa,light,light,light,o,c,c,o,c,c,c,CL,CKC,CKC,CK,CCKC,CKC,CDC,C,C,C,C,CC,C,C,,C,C,,C,C,C,L,K,K,K,K,K,D,2,3,3,2,6,3,4,0,1,1,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,CVV,CVC,CVC,CV,CCVC,CVC,CVVC,0,2,2,1,3,2,1,N,NN,T,2,Sekundengeschwindigkeit,sekunda
nis,nis,s,is,nis,fnis,rfnis,C,KC,CKC,CCKC,CCCKC,Sen,ø,S,Se,Sen,Sens,Sensa,C,CK,CKC,CKCC,CKCCK,10,7,9,10,7,14,12,3,3,4,3,3,3,4,0,light,light,light,heavy,schwa,heavy,light,c,c,o,c,o,c,c,CKC,CK,AL,LCC,CK,CKCC,CKC,C,C,A,,C,C,C,C,,,CC,,CC,C,K,K,L,L,K,K,K,3,2,2,3,2,4,3,1,1,0,2,0,2,1,1,1,1,0,1,1,1,1,1,2,2,1,1,1,CVC,CVC,CVV,VVCC,CV,CVCC,CVC,2,2,0,1,1,3,2,N,NN,T,2,Sensationsbeduerfnis,undef
gung,ø,g,ng,ung,gung,igung,C,KC,CKC,KCKC,CKCKC,Se,ø,S,Se,Ser,Seri,Serie,C,CL,CLC,CLCL,CLCLK,7,12,9,9,11,9,12,3,6,4,4,3,4,4,0,light,light,schwa,light,light,light,light,o,o,c,c,c,c,c,CL,CL,KC,KC,CKC,CK,CKC,C,C,,,C,C,C,,,C,C,C,,C,L,L,K,K,K,K,K,2,2,2,2,3,2,4,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,CVV,CVV,VC,VC,CVC,CVC,CVC,0,0,1,1,2,2,2,N,NV,T,2,Serienanfertigung,prima
on,ø,n,on,ion,tion,ktion,C,LC,LLC,ALLC,CALLC,Se,ø,S,Se,Ser,Seri,Serie,C,CL,CLC,CLCL,CLCLK,7,12,9,11,10,9,9,3,6,4,3,3,4,4,0,light,light,schwa,light,light,light,light,o,o,c,o,c,o,c,CL,CL,KC,CCL,CKC,AL,LC,C,C,,CC,C,A,,,,C,,C,,C,L,L,K,L,K,L,L,2,2,2,3,3,2,2,0,0,1,0,1,0,1,1,1,0,2,1,1,0,2,2,1,2,1,2,2,CVV,CVV,VC,CCVV,CVC,CVV,VVC,0,0,1,1,2,0,0,N,NN,T,2,Serienproduktion,prima
ne,ø,e,ne,ene,iene,giene,K,CK,LCK,LLCK,CLLCK,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,7,10,14,9,9,6,9,3,3,7,4,4,6,4,-1,light,light,light,light,light,light,schwa,c,o,c,o,o,o,o,CK,CCL,LC,CL,CL,L,CK,C,CC,,C,C,,C,,,C,,,,,K,L,L,L,L,L,K,2,2,2,2,2,1,2,1,0,1,0,0,0,0,1,2,0,1,1,0,1,1,2,2,2,2,2,1,CVC,CCVV,VVC,CVV,CVV,VV,CV,2,1,0,0,0,0,1,N,AN,T,2,Sexualhygiene,undef
gik,ø,k,ik,gik,ogik,gogik,C,KC,CKC,LCKC,CLCKC,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,7,10,14,7,7,7,10,3,3,7,3,3,3,3,-1,light,light,light,light,light,light,light,c,o,c,c,c,o,c,CK,CCL,LC,CK,CK,CL,CKC,C,CC,,C,C,C,C,,,C,,,,C,K,L,L,K,K,L,K,2,2,2,2,2,2,3,1,0,1,1,1,0,1,1,2,0,1,1,1,1,1,2,2,1,1,2,1,CVC,CCVV,VVC,CVC,CVC,CVV,CVC,2,1,0,2,2,0,2,N,AN,T,2,Sexualpaedagogik,undef
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,7,10,14,7,7,10,9,3,3,7,3,3,5,4,-1,light,light,light,light,light,light,light,c,o,c,c,o,o,o,CK,CCL,LC,CK,CL,CL,CL,C,CC,,C,C,C,C,,,C,,,,,K,L,L,K,L,L,L,2,2,2,2,3,2,3,1,0,1,1,0,0,0,1,2,0,1,1,1,1,1,2,2,1,2,2,2,CVC,CCVV,VVC,CVC,CVV,CVV,CVV,2,1,0,2,0,0,0,N,AN,T,2,Sexualpathologie,undef
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,Se,ø,S,Se,Sex,Sexu,Sexua,C,CK,CKC,CKCC,CKCCL,7,10,14,10,7,10,9,3,3,7,3,3,5,4,-1,light,light,light,light,light,light,light,c,o,c,o,o,o,o,CK,CCL,LC,CCL,CL,CL,CL,C,CC,,CC,C,C,C,,,C,,,,,K,L,L,L,L,L,L,2,2,2,3,3,2,3,1,0,1,0,0,0,0,1,2,0,2,1,1,1,1,2,2,2,2,2,2,CVC,CCVV,VVC,CCVV,CVV,CVV,CVV,2,1,0,1,0,0,0,N,AN,T,2,Sexualpsychologie,undef
recht,ø,t,ht,cht,echt,recht,C,CC,KCC,CKCC,KCKCC,si,ø,s,si,sit,situ,situa,C,CL,CLC,CLCL,CLCLK,9,9,6,9,10,7,12,4,4,6,4,3,3,3,0,light,light,light,light,heavy,schwa,heavy,o,o,c,o,c,o,c,CL,CL,K,AL,LCC,CK,CKCC,C,C,,A,,C,C,,,,,CC,,CC,L,L,K,L,L,K,K,2,2,1,2,3,2,5,0,0,1,0,2,0,2,1,1,0,1,0,1,1,2,2,1,2,2,1,1,CVV,CVV,VC,CVV,VVCC,CV,CVCC,0,0,1,0,1,1,3,A,NA,F,2,situationsgerecht,antepaenultima
mik,ø,k,ik,mik,omik,komik,C,KC,CKC,LCKC,CLCKC,Si,ø,S,Si,Sit,Situ,Situa,C,CL,CLC,CLCL,CLCLK,9,9,6,9,10,7,12,4,4,6,4,3,3,4,0,light,light,light,light,heavy,light,light,o,o,c,o,c,o,c,CL,CL,K,AL,LCC,CL,CKC,C,C,,A,,C,C,,,,,CC,,C,L,L,K,L,L,L,K,2,2,1,2,3,2,3,0,0,1,0,2,0,1,1,1,0,1,0,1,1,2,2,1,2,2,2,1,CVV,CVV,VC,CVV,VVCC,CVV,CVC,0,0,1,0,1,0,2,N,NN,T,2,Situationskomik,antepaenultima
f2hl,ø,l,hl,ehl,uehl,fuehl,C,LC,CLC,KCLC,CKCLC,So,ø,S,So,Sol,Soli,Solid,C,CL,CLC,CLCL,CLCLC,7,12,7,12,8,7,13,3,6,3,6,2,3,4,0,light,light,light,light,light,schwa,light,o,o,c,o,c,o,c,CL,CL,CK,CL,CLA,CK,CLC,C,C,C,C,C,C,C,,,,,A,,C,L,L,K,L,L,K,L,2,2,2,2,4,2,4,0,0,1,0,1,0,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,CVV,CVV,CVC,CVV,CVVC,CV,CVVC,0,0,2,0,1,1,1,N,NN,T,2,Solidaritaetsgefuehl,antepaenultima
tie,ø,e,ie,tie,atie,ratie,L,CL,KCL,CKCL,CCKCL,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,7,9,11,9,3,4,7,3,4,3,4,0,light,light,light,light,light,light,light,o,o,c,o,o,c,o,CL,AL,LC,CL,CL,CCK,CL,C,A,,C,C,CC,C,,,C,,,,,L,L,L,L,L,K,L,2,2,2,2,2,3,3,0,0,1,0,0,1,0,1,1,0,1,1,2,1,2,2,2,2,2,1,2,CVV,CVV,VVC,CVV,CVV,CCVC,CVV,0,0,0,0,0,3,0,N,AN,T,2,Sozialdemokratie,undef
ne,ø,e,ne,ene,iene,giene,K,CK,LCK,LLCK,CLLCK,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,9,9,6,9,3,4,7,4,4,6,4,-1,light,light,light,light,light,light,schwa,o,o,c,o,o,o,o,CL,AL,LC,CL,CL,L,CK,C,A,,C,C,,C,,,C,,,,,L,L,L,L,L,L,K,2,2,2,2,2,1,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,2,2,2,2,2,2,1,CVV,CVV,VVC,CVV,CVV,VV,CV,0,0,0,0,0,0,1,N,AN,T,2,Sozialhygiene,undef
mie,ø,e,ie,mie,omie,nomie,L,CL,LCL,CLCL,LCLCL,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,6,7,9,11,3,4,7,6,3,4,5,0,light,light,light,light,light,light,light,o,o,c,o,o,o,o,CL,AL,LC,L,CL,CL,CL,C,A,,,C,C,C,,,C,,,,,L,L,L,L,L,L,L,2,2,2,1,2,2,3,0,0,1,0,0,0,0,1,1,0,0,1,1,1,2,2,2,2,2,2,2,CVV,CVV,VVC,VV,CVV,CVV,CVV,0,0,0,0,0,0,0,N,AN,T,2,Sozialoekonomie,undef
gik,ø,k,ik,gik,ogik,gogik,C,KC,CKC,LCKC,CLCKC,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,7,7,7,10,3,4,7,3,3,3,3,-1,light,light,light,light,light,light,light,o,o,c,c,c,o,c,CL,AL,LC,CK,CK,CL,CKC,C,A,,C,C,C,C,,,C,,,,C,L,L,L,K,K,L,K,2,2,2,2,2,2,3,0,0,1,1,1,0,1,1,1,0,1,1,1,1,2,2,2,1,1,2,1,CVV,CVV,VVC,CVC,CVC,CVV,CVC,0,0,0,2,2,0,2,N,AN,T,2,Sozialpaedagogik,undef
gie,ø,e,ie,gie,ogie,logie,L,CL,LCL,CLCL,LCLCL,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,10,7,10,9,3,4,7,3,3,5,4,0,light,light,light,light,light,light,light,o,o,c,o,o,o,o,CL,AL,LC,CCL,CL,CL,CL,C,A,,CC,C,C,C,,,C,,,,,L,L,L,L,L,L,L,2,2,2,3,3,2,3,0,0,1,0,0,0,0,1,1,0,2,1,1,1,2,2,2,2,2,2,2,CVV,CVV,VVC,CCVV,CVV,CVV,CVV,0,0,0,1,0,0,0,N,AN,T,2,Sozialpsychologie,undef
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,So,ø,S,So,Soz,Sozi,Sozia,C,CL,CLA,CLAL,CLALL,7,9,14,11,9,7,15,3,4,7,3,4,3,5,0,light,light,light,light,light,schwa,light,o,o,c,c,c,o,c,CL,AL,LC,CKC,CK,CK,CKC,C,A,,C,C,C,C,,,C,C,,,C,L,L,L,K,K,K,K,2,2,2,3,2,3,4,0,0,1,1,1,0,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,CVV,CVV,VVC,CVC,CVC,CV,CVC,0,0,0,2,2,1,2,N,AN,T,2,Sozialversicherung,undef
stisch,ø,h,ch,sch,isch,tisch,C,KC,CKC,CCKC,KCCKC,so,ø,s,so,soz,sozi,sozio,C,CL,CLA,CLAL,CLALL,7,9,6,15,9,9,10,3,4,6,5,4,4,3,0,light,light,light,light,light,light,light,o,o,o,c,o,c,c,CL,AL,L,CKC,CL,KC,CKC,C,A,,C,C,,C,,,,C,,C,C,L,L,L,K,L,K,K,2,2,1,3,2,1,6,0,0,0,1,0,1,1,1,1,0,1,1,0,1,2,2,2,1,2,1,1,CVV,CVV,VV,CVC,CVV,VC,CVC,0,0,0,2,0,1,2,A,ø,F,2,soziolinguistisch,paenultima
misch,ø,h,ch,sch,isch,misch,C,KC,CKC,LCKC,CLCKC,so,ø,s,so,soz,sozi,sozio,C,CL,CLA,CLAL,CLALL,7,9,6,6,7,9,12,3,4,6,6,3,4,4,0,light,light,light,light,light,light,light,o,o,o,o,o,o,c,CL,AL,L,L,CL,CL,CKC,C,A,,,C,C,C,,,,,,,C,L,L,L,L,L,L,K,2,2,1,1,2,2,5,0,0,0,0,0,0,1,1,1,0,0,1,1,1,2,2,2,2,2,2,1,CVV,CVV,VV,VV,CVV,CVV,CVC,0,0,0,0,0,0,2,A,ø,F,2,soziooekonomisch,paenultima
ent,ent,t,nt,ent,ient,zient,C,CC,KCC,LKCC,ALKCC,Span,ø,S,Sp,Spa,Span,Spann,C,CC,CCK,CCKC,CCKCK,8,15,7,6,9,9,10,2,3,3,6,4,4,3,-1,light,heavy,light,light,light,light,heavy,c,c,o,c,o,o,c,CCK,CKCC,CL,K,CL,AL,KCC,CC,C,C,,C,A,,,CC,,,,,CC,K,K,L,K,L,L,K,4,5,2,2,2,2,3,1,2,0,1,0,0,2,2,1,1,0,1,1,0,1,1,2,1,2,2,1,CCVC,CVCC,CVV,VC,CVV,CVV,VCC,3,3,0,1,0,0,2,N,NN,T,2,Spannungskoeffizient,prima
sch1ft,ø,t,ft,eft,aeft,haeft,C,CC,KCC,CKCC,KCKCC,Spe,ø,S,Sp,Spe,Spek,Speku,C,CC,CCL,CCLC,CCLCL,8,9,10,9,10,7,9,2,4,5,4,3,3,2,-1,light,light,light,light,heavy,schwa,heavy,o,o,c,o,c,o,c,CCL,CL,CK,AL,LCC,CK,CKCC,CC,C,C,A,,C,C,,,,,CC,,CC,L,L,K,L,L,K,K,3,2,2,2,3,2,6,0,0,1,0,2,0,2,2,1,1,1,0,1,1,2,2,1,2,2,1,1,CCVV,CVV,CVC,CVV,VVCC,CV,CVCC,1,0,2,0,1,1,3,N,NN,T,2,Spekulationsgeschaeft,antepaenultima
pier,ø,r,er,ier,pier,apier,C,LC,CLC,KCLC,CKCLC,Spe,ø,S,Sp,Spe,Spek,Speku,C,CC,CCL,CCLC,CCLCL,8,9,10,9,10,7,13,2,4,5,4,3,3,4,0,light,light,light,light,heavy,light,light,o,o,c,o,c,c,c,CCL,CL,CK,AL,LCC,CK,CLC,CC,C,C,A,,C,C,,,,,CC,,C,L,L,K,L,L,K,L,3,2,2,2,3,2,4,0,0,1,0,2,1,1,2,1,1,1,0,1,1,2,2,1,2,2,1,2,CCVV,CVV,CVC,CVV,VVCC,CVC,CVVC,1,0,2,0,1,2,1,N,NN,T,2,Spekulationspapier,antepaenultima
er,er,r,er,uer,euer,teuer,C,KC,DKC,CDKC,CCDKC,Spe,ø,S,Sp,Spe,Spek,Speku,C,CC,CCL,CCLC,CCLCL,8,9,10,9,10,12,10,2,4,5,4,3,4,5,0,light,light,light,light,heavy,light,schwa,o,o,c,o,c,o,c,CCL,CL,CK,AL,LCC,CCD,KC,CC,C,C,A,,CC,,,,,,CC,,C,L,L,K,L,L,D,K,3,2,2,2,3,4,2,0,0,1,0,2,0,1,2,1,1,1,0,2,0,2,2,1,2,2,2,1,CCVV,CVV,CVC,CVV,VVCC,CCVV,VC,1,0,2,0,1,1,1,N,NN,T,2,Spekulationssteuer,antepaenultima
kauf,ø,f,uf,auf,kauf,skauf,C,DC,CDC,CCDC,CCCDC,Spe,ø,S,Sp,Spe,Spez,Spezi,C,CC,CCL,CCLA,CCLAL,8,9,9,7,9,10,12,2,4,4,3,4,3,4,0,light,light,light,light,light,heavy,light,o,o,o,c,o,c,c,CCL,AL,CL,CK,AL,LCC,CDC,CC,A,C,C,A,,C,,,,,,CC,C,L,L,L,K,L,L,D,3,2,2,2,2,3,4,0,0,0,1,0,2,1,2,1,1,1,1,0,1,2,2,2,1,2,2,2,CCVV,CVV,CVV,CVC,CVV,VVCC,CVVC,1,0,0,2,0,1,1,N,NN,T,2,Spezifikationskauf,paenultima
ra,ø,a,ra,era,mera,amera,L,CL,KCL,CKCL,KCKCL,Spie,ø,S,Sp,Spi,Spie,Spieg,C,CC,CCL,CCLC,CCLCK,10,11,10,13,7,9,14,3,3,5,2,3,4,7,0,light,schwa,light,heavy,light,schwa,light,o,c,o,c,c,o,o,CCL,CKC,CL,CCKCC,CK,CK,CL,CC,C,C,CC,C,C,C,,C,,CC,,,,L,K,L,K,K,K,L,4,3,2,4,2,2,2,0,1,0,2,1,0,0,2,1,1,2,1,1,1,2,1,2,1,1,1,2,CCVV,CVC,CVV,CCVCC,CVC,CV,CVV,1,2,0,4,2,1,0,N,NN,T,2,Spiegelreflexkamera,prima
che,ø,e,he,che,eche,aeche,K,CK,KCK,CKCK,CCKCK,Sta,ø,S,St,Sta,Stab,Stabi,C,CC,CCK,CCKC,CCKCL,8,9,12,9,16,11,7,2,4,6,4,4,3,3,0,light,light,light,light,heavy,light,schwa,c,o,o,o,c,c,o,CCK,CL,CL,CL,CKCC,CCK,CK,CC,C,C,C,C,CC,C,,,,,CC,,,K,L,L,L,K,K,K,3,2,2,3,5,3,3,1,0,0,0,2,1,0,2,1,1,1,1,2,1,1,2,2,2,1,1,1,CCVC,CVV,CVV,CVV,CVCC,CCVC,CV,3,0,0,0,3,3,1,N,NN,T,2,Stabilisierungsflaeche,undef
tik,ø,k,ik,tik,itik,litik,C,LC,CLC,LCLC,CLCLC,Sta,ø,S,St,Sta,Stab,Stabi,C,CC,CCK,CCKC,CCKCL,8,9,12,8,7,12,10,2,4,6,2,3,6,3,0,light,light,light,light,light,light,light,c,o,o,c,o,o,c,CCK,CL,CL,CLA,CL,CL,CLC,CC,C,C,C,C,C,C,,,,A,,,C,K,L,L,L,L,L,L,3,2,2,4,2,2,3,1,0,0,1,0,0,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,CCVC,CVV,CVV,CVVC,CVV,CVV,CVVC,3,0,0,1,0,0,1,N,NN,T,2,Stabilitaetspolitik,undef
keit,keit,t,it,eit,keit,gkeit,C,DC,CDC,CCDC,KCCDC,Stam,ø,S,St,Sta,Stam,Stamm,C,CC,CCK,CCKC,CCKCK,8,10,9,7,7,13,12,2,3,4,3,3,4,4,0,light,schwa,light,schwa,light,light,light,c,c,o,o,o,c,c,CCK,CKC,AL,CK,CL,CKC,CDC,CC,C,A,C,C,C,C,,C,,,,C,C,K,K,L,K,L,K,D,4,3,2,2,2,3,4,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,CCVC,CVC,CVV,CV,CVV,CVC,CVVC,3,2,0,1,0,2,1,N,NN,T,2,Stammeszugehoerigkeit,prima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Stein,ø,S,St,Ste,Stei,Stein,C,CC,CCD,CCDC,CCDCC,15,7,13,11,9,9,9,3,3,4,3,4,4,4,-1,light,light,schwa,light,light,light,light,c,o,c,c,c,o,c,CCDC,CL,CKC,CKC,CK,AL,LC,CC,C,C,C,C,A,,C,,C,C,,,C,D,L,K,K,K,L,L,5,3,3,3,2,2,2,1,0,1,1,1,0,1,2,1,1,1,1,1,0,2,2,1,1,1,2,2,CCVVC,CVV,CVC,CVC,CVC,CVV,VVC,1,0,2,2,2,0,0,N,NN,T,2,Steinkohlenformation,prima
rat,ø,t,at,rat,arat,parat,C,LC,CLC,KCLC,CKCLC,Ste,ø,S,St,Ste,Ster,Steri,C,CC,CCL,CCLC,CCLCL,8,12,12,13,6,7,15,2,6,6,4,6,3,5,0,light,light,light,light,light,light,light,o,o,o,c,c,c,c,CCL,CL,CL,CLC,K,CK,CLC,CC,C,C,C,,C,C,,,,C,,,C,L,L,L,L,K,K,L,3,2,2,4,2,2,3,0,0,0,1,1,1,1,2,1,1,1,0,1,1,2,2,2,2,1,1,2,CCVV,CVV,CVV,CVVC,VC,CVC,CVVC,1,0,0,1,1,2,1,N,VN,T,2,Sterilisierapparat,undef
le,ø,e,le,lle,elle,telle,K,CK,KCK,CKCK,CCKCK,Stra,ø,S,St,Str,Stra,Stras,C,CC,CCC,CCCL,CCCLC,16,10,14,11,7,8,10,4,3,4,3,3,2,5,-2,light,schwa,light,light,schwa,light,schwa,o,c,c,c,o,c,o,CCCL,CKC,CLC,CKC,CK,CCK,CK,CCC,C,C,C,C,CC,C,,C,C,C,,,,L,K,L,K,K,K,K,4,3,4,3,2,4,2,0,1,1,1,0,1,0,3,1,1,1,1,2,1,2,1,2,1,1,1,1,CCCVV,CVC,CVVC,CVC,CV,CCVC,CV,1,2,1,2,1,3,1,N,NN,T,2,Strassenbahnhaltestelle,prima
ker,ø,r,er,ker,iker,tiker,C,KC,CKC,LCKC,CLCKC,Sy,ø,S,Sy,Sys,Syst,Syste,C,CK,CKC,CKCC,CKCCL,10,10,6,9,12,9,11,3,3,6,4,6,4,3,0,light,light,light,light,light,light,schwa,c,c,c,c,o,o,c,CKC,CLC,K,CK,CL,CL,CKC,C,C,,C,C,C,C,C,C,,,,,C,K,L,K,K,L,L,K,2,4,1,2,2,2,3,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,2,1,1,2,2,1,CVC,CVVC,VC,CVC,CVV,CVV,CVC,2,1,1,2,0,0,2,N,NN,T,2,Systemanalytiker,sekunda
al,al,l,al,ial,rial,erial,C,LC,LLC,CLLC,LCLLC,Tat,ø,T,Ta,Tat,Tats,Tatsa,C,CL,CLC,CLCC,CLCCK,12,7,10,9,7,12,14,4,3,3,4,3,6,7,0,light,light,schwa,light,light,light,light,c,c,c,c,o,o,c,CLC,CK,CKC,CK,CL,CL,LC,C,C,C,C,C,C,,C,,C,,,,C,L,K,K,K,L,L,L,3,2,4,2,2,2,2,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,1,1,2,2,2,CVVC,CVC,CVC,CVC,CVV,CVV,VVC,1,2,2,2,0,0,0,N,NN,T,2,Tatsachenmaterial,prima
rung,ø,g,ng,ung,rung,erung,C,KC,CKC,KCKC,CKCKC,Teil,ø,T,Te,Tei,Teil,Teilh,C,CD,CDC,CDCC,CDCCL,15,11,11,11,9,7,15,5,5,3,3,4,3,5,-1,light,light,schwa,light,light,schwa,light,c,o,c,c,c,o,c,CDC,CL,CKC,CKC,CK,CK,CKC,C,C,C,C,C,C,C,C,,C,C,,,C,D,L,K,K,K,K,K,4,2,3,3,2,3,4,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,CVVC,CVV,CVC,CVC,CVC,CV,CVC,1,0,2,2,2,1,2,N,NV,T,2,Teilhaberversicherung,prima
lich,ø,h,ch,ich,lich,dlich,C,KC,CKC,CCKC,CCCKC,tem,ø,t,te,tem,temp,tempe,C,CK,CKC,CKCC,CKCCK,10,7,10,13,9,13,13,3,3,5,4,4,3,4,0,light,schwa,light,light,light,heavy,light,c,o,c,c,c,c,c,CKC,CK,CK,CLC,KC,AKCC,CKC,C,C,C,C,,A,C,C,,,C,C,CC,C,K,K,K,L,K,K,K,3,2,2,3,3,4,4,1,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,CVC,CV,CVC,CVVC,VC,CVCC,CVC,2,1,2,1,1,3,2,A,NA,F,2,temperaturempfindlich,undef
hung,ø,g,ng,ung,hung,ehung,C,KC,LKC,CLKC,CCLKC,Tem,ø,T,Te,Tem,Temp,Tempe,C,CK,CKC,CKCC,CKCCK,10,7,10,13,10,7,11,3,3,5,4,5,3,5,0,light,schwa,light,light,light,light,light,c,o,c,c,c,o,c,CKC,CK,CK,CLC,KC,CL,KC,C,C,C,C,,C,,C,,,C,C,,C,K,K,K,L,K,L,K,3,2,2,3,2,2,4,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,2,1,2,1,CVC,CV,CVC,CVVC,VC,CVV,VC,2,1,2,1,1,0,1,N,NV,T,2,Temperaturerhoehung,undef
walt,ø,t,lt,alt,walt,ewalt,L,CL,KCL,CKCL,CCKCL,Ter,ø,T,Te,Ter,Terr,Terri,C,CK,CKC,CKCL,CKCLC,7,12,7,12,14,7,7,3,6,3,6,7,3,3,-1,light,light,light,light,light,schwa,heavy,c,o,o,o,c,o,c,CK,CL,CL,CL,LC,CK,CL,C,C,C,C,,C,C,,,,,C,,,K,L,L,L,L,K,L,3,2,2,2,2,2,4,1,0,0,0,1,0,2,1,1,1,1,0,1,1,1,2,2,2,2,1,1,CVC,CVV,CVV,CVV,VVC,CV,CVCC,2,0,0,0,0,1,3,N,AN,T,2,Territorialgewalt,antepaenultima
on,ø,n,on,ion,tion,ation,C,LC,LLC,ALLC,KALLC,Ter,ø,T,Te,Ter,Tert,Terti,C,CK,CKC,CKCC,CKCCL,11,9,10,11,9,9,9,3,4,5,3,4,4,4,-1,light,light,light,light,light,light,light,c,o,c,c,c,o,c,CKC,CL,LC,CKC,CK,AL,LC,C,C,,C,C,A,,C,,C,C,,,C,K,L,L,K,K,L,L,3,2,2,3,2,2,2,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,2,2,1,1,2,2,CVC,CVV,VVC,CVC,CVC,CVV,VVC,2,0,0,2,2,0,0,N,NN,T,2,Tertiaerformation,undef
