syl_len0,syl_len1,syl_len2,syl_len3,syl_len4,syl0,syl1,syl2,syl3,syl4,nk_suffix,praefix,basic_pos,comp_struct,sa_struct,prae_class,praefix1,praefix2,praefix3,praefix4,praefix5,suffix1,suffix2,suffix3,suffix4,suffix5,suff_class,rhyme0,rhyme1,rhyme2,rhyme3,rhyme4,cv_ratio0,cv_ratio1,cv_ratio2,cv_ratio3,cv_ratio4,koda_len0,koda_len1,koda_len2,koda_len3,koda_len4,onset_len0,onset_len1,onset_len2,onset_len3,onset_len4,nucleus_len0,nucleus_len1,nucleus_len2,nucleus_len3,nucleus_len4,comp_len,sonority0,sonority1,sonority2,sonority3,sonority4,sonority_ratio0,sonority_ratio1,sonority_ratio2,sonority_ratio3,sonority_ratio4,sonority_dir,syl_class0,syl_class1,syl_class2,syl_class3,syl_class4,onset_class0,onset_class1,onset_class2,onset_class3,onset_class4,koda_class0,koda_class1,koda_class2,koda_class3,koda_class4,nucleus_class0,nucleus_class1,nucleus_class2,nucleus_class3,nucleus_class4,syl_weight0,syl_weight1,syl_weight2,syl_weight3,syl_weight4,nomen,sylcnt,stress_class
2,3,2,5,3,ei,sen,be,schla,gen,en,ø,A,ø,SS,ø,D,DC,DCK,DCKC,DCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CV,CCVV,CVC,0,2,1,1,2,0,1,0,0,1,0,1,1,2,1,2,1,1,2,1,2,1,1101,101,111,1101,6,2,2,3,2,1,D,CKC,CK,CCL,CKC,,C,C,CC,C,,C,,,C,D,K,K,L,K,1,0,0,1,0,F,5,prima
2,3,2,2,5,Ei,sen,in,du,strie,ie,ø,N,NN,SS,ø,D,DC,DCK,DCKC,DCKCK,L,CL,CCL,CCCL,KCCCL,ø,VV,CVC,VC,CVC,CCVV,0,2,1,2,1,0,1,1,1,0,0,1,0,1,2,2,1,1,1,2,2,1,1101,1001,201,111,6,2,3,2,3,-1,D,CKC,KC,CKC,CCL,,C,,C,CC,,C,C,C,,D,K,K,K,L,1,0,1,1,1,T,5,prima
1,2,2,3,3,e,ja,ku,lie,ren,en,ø,V,R,SA,ø,L,LC,LCK,LCKC,LCKCL,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVV,CVC,0,2,0,0,2,0,1,0,0,1,0,1,1,1,1,2,1,2,2,1,1,1,2,101,11,1011,4,4,3,4,3,1,L,CK,CL,CL,CKC,,C,C,C,C,,,,,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
1,3,2,2,4,e,kel,er,re,gend,end,ø,A,ø,SS,ø,L,LC,LCK,LCKC,LCKCK,C,CC,KCC,CKCC,LCKCC,ø,VV,CVC,VC,CVV,CVCC,0,2,1,0,3,0,1,1,0,2,0,1,0,1,1,2,1,1,2,1,2,1,111,11,11,1201,4,2,3,3,2,1,L,CKC,KC,CL,CKCC,,C,,C,C,,C,C,,CC,L,K,K,L,K,1,0,1,1,0,F,5,prima
1,4,2,3,3,E,klek,ti,zis,mus,us,ø,N,R,SA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVV,CVC,CVC,1,2,0,2,2,1,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,101,111,101,201,1101,2,2,3,2,2,1,KC,CKC,CL,AKC,CKC,,C,C,A,C,C,C,,C,C,K,K,L,K,K,1,1,1,1,1,T,5,paenultima
1,2,2,3,3,e,la,bo,rie,ren,en,ø,V,R,SA,ø,L,LC,LCK,LCKC,LCKCL,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVV,CVC,0,2,0,0,2,0,1,0,0,1,0,1,1,1,1,2,1,2,2,1,1,1,11,101,11,1011,4,3,2,4,3,1,L,CK,CL,CL,CKC,,C,C,C,C,,,,,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
1,2,3,2,3,E,la,sti,zi,t1t,1t,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,LCLC,ALCLC,ø,VV,CVC,CVV,CVV,CVVC,0,2,0,0,1,0,1,0,0,1,0,1,1,1,1,2,1,2,2,2,1,1,111,101,101,201,4,2,3,3,2,1,L,CKC,CL,AL,CLC,,C,C,A,C,,C,,,C,L,K,L,L,L,1,1,1,1,1,T,5,ultima
1,3,3,3,3,e,lek,tri,sie,ren,en,ø,V,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CCVV,CVV,CVC,0,2,1,0,2,0,1,0,0,1,0,1,2,1,1,2,1,2,2,1,1,1,111,111,101,1011,4,2,3,3,3,1,L,CKC,CCL,CL,CKC,,C,CC,C,C,,C,,,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
1,3,3,2,3,E,lek,tri,zi,t1t,1t,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,LCLC,ALCLC,ø,VV,CVC,CCVV,CVV,CVVC,0,2,1,0,1,0,1,0,0,1,0,1,2,1,1,2,1,2,2,2,1,1,111,111,101,201,4,2,3,3,2,1,L,CKC,CCL,AL,CLC,,C,CC,A,C,,C,,,C,L,K,L,L,L,1,1,1,1,1,T,5,ultima
1,3,3,3,3,E,lek,tro,che,mie,ie,ø,N,N,AS,ø,L,LC,LCK,LCKC,LCKCC,L,CL,LCL,CLCL,LCLCL,ø,VV,CVC,CCVV,CVV,CVV,0,2,1,0,0,0,1,0,0,0,0,1,2,1,1,2,1,2,2,2,1,1,111,111,101,1001,4,2,2,2,3,1,L,CKC,CCL,CL,CL,,C,CC,C,C,,C,,,,L,K,L,L,L,1,1,1,1,1,T,5,ultima
1,3,3,2,2,E,lek,tro,ly,se,e,ø,N,N,S,ø,L,LC,LCK,LCKC,LCKCC,K,CK,LCK,CLCK,LCLCK,ø,VV,CVC,CCVV,CVV,CV,0,2,1,0,1,0,1,0,0,0,0,1,2,1,1,2,1,2,2,1,1,1,111,111,11,101,4,2,2,4,2,1,L,CKC,CCL,CL,CK,,C,CC,C,C,,C,,,,L,K,L,L,K,1,1,1,1,0,T,5,paenultima
1,3,3,2,4,E,lek,tro,ma,gnet,et,ø,N,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,CCLC,KCCLC,ø,VV,CVC,CCVV,CVC,CCVVC,0,2,1,2,1,0,1,0,1,1,0,1,2,1,2,2,1,2,1,2,2,1,111,111,1001,1201,4,2,2,3,2,1,L,CKC,CCL,CK,CCLC,,C,CC,C,CC,,C,,,C,L,K,L,K,L,1,1,1,1,1,T,5,ultima
1,3,3,3,4,E,lek,tro,mon,teur,eur,ø,N,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,C,LC,CLC,CCLC,KCCLC,ø,VV,CVC,CCVV,CVC,CVVC,0,2,1,2,1,0,1,0,1,1,0,1,2,1,1,2,1,2,1,2,2,1,111,111,2001,111,4,2,2,2,2,1,L,CKC,CCL,CKC,CLC,,C,CC,C,C,,C,,C,C,L,K,L,K,L,1,1,1,1,1,T,5,ultima
1,3,3,4,3,E,lek,tro,tech,nik,ik,ø,N,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,noacc,VV,CVC,CCVV,CVC,CVC,0,2,1,2,2,0,1,0,1,1,0,1,2,1,1,2,1,2,1,1,2,1,111,111,201,1101,4,2,2,2,2,1,L,CKC,CCL,CKC,CKC,,C,CC,C,C,,C,,C,C,L,K,L,K,K,1,1,1,1,1,T,5,paenultima
1,3,3,4,5,e,lek,tro,tech,nisch,isch,ø,A,ø,SS,ø,L,LC,LCK,LCKC,LCKCC,C,KC,CKC,CCKC,KCCKC,ø,VV,CVC,CCVV,CVC,CVC,0,2,1,2,2,0,1,0,1,1,0,1,2,1,1,2,1,2,1,1,2,1,111,111,201,1101,4,2,2,2,2,1,L,CKC,CCL,CKC,CKC,,C,CC,C,C,,C,,C,C,L,K,L,K,K,1,1,1,1,1,F,5,paenultima
1,2,2,2,2,E,le,va,ti,on,on,ø,N,ø,ø,ø,L,LC,LCL,LCLC,LCLCK,C,LC,LLC,ALLC,KALLC,ø,VV,CVV,CVC,CVV,VVC,0,0,2,0,0,0,0,1,0,1,0,1,1,1,0,2,2,1,2,2,0,1,11,101,101,1001,4,3,2,3,3,1,L,CL,CK,AL,LC,,C,C,A,,,,,,C,L,L,K,L,L,1,1,1,1,1,T,5,ultima
2,3,4,3,3,el,fen,bein,far,ben,en,ø,A,NN,SSA,ø,K,KC,KCC,KCCK,KCCKC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVC,CVVC,CVC,CVC,1,2,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,11,1101,1101,111,1101,3,2,3,2,2,1,KC,CKC,CDC,CKC,CKC,,C,C,C,C,C,C,C,C,C,K,K,D,K,K,1,0,1,1,0,F,5,prima
1,3,2,2,2,E,lon,ga,ti,on,on,ø,N,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVC,CVV,VVC,0,2,2,0,0,0,1,1,0,1,0,1,1,1,0,2,1,1,2,2,0,1,1011,101,101,1001,4,3,2,3,3,1,L,CKC,CK,AL,LC,,C,C,A,,,C,,,C,L,K,K,L,L,1,1,1,1,1,T,5,ultima
1,2,2,2,2,E,ma,na,ti,on,on,ø,N,R,SA,ø,L,LC,LCK,LCKC,LCKCK,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVC,CVV,VVC,0,2,2,0,0,0,1,1,0,1,0,1,1,1,0,2,1,1,2,2,1,1,1001,1001,101,1001,4,3,3,3,3,1,L,CK,CK,AL,LC,,C,C,A,,,,,,C,L,K,K,L,L,1,1,1,1,1,T,5,ultima
1,3,2,3,3,e,man,zi,pie,ren,en,ø,V,R,SA,ø,L,LC,LCK,LCKC,LCKCA,C,KC,CKC,LCKC,CLCKC,ø,VV,CVC,CVV,CVV,CVC,0,2,0,0,2,0,1,0,0,1,0,1,1,1,1,2,1,2,2,1,1,1,2001,101,101,1011,4,2,3,3,3,1,L,CKC,AL,CL,CKC,,C,A,C,C,,C,,,C,L,K,L,L,K,1,1,1,1,0,F,5,paenultima
2,3,1,2,3,Em,bry,o,lo,gie,ie,ø,N,N,SA,ø,K,KC,KCC,KCCC,KCCCL,L,CL,LCL,CLCL,LCLCL,ø,VC,CCVV,VV,CVV,CVV,1,1,0,0,0,1,0,0,0,0,0,2,0,1,1,1,2,2,2,2,1,1001,111,1,11,101,3,3,4,3,3,-1,KC,CCL,L,CL,CL,,CC,,C,C,C,,,,,K,L,L,L,L,1,1,1,1,1,T,5,ultima
1,3,2,2,2,E,men,da,ti,on,on,ø,N,ø,ø,ø,L,LC,LCK,LCKC,LCKCC,C,LC,LLC,ALLC,KALLC,ø,VV,CVC,CVC,CVV,VVC,0,2,2,0,0,0,1,1,0,1,0,1,1,1,0,2,1,1,2,2,0,1,2001,101,101,1001,4,2,2,3,3,1,L,CKC,CK,AL,LC,,C,C,A,,,C,,,C,L,K,K,L,L,1,1,1,1,1,T,5,ultima
1,2,2,1,3,e,mo,ti,o,nal,al,ø,A,N,SA,ø,L,LC,LCL,LCLA,LCLAL,C,LC,CLC,LCLC,LLCLC,ø,VV,CVV,CVV,VV,CVVC,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,2,2,2,2,2,1,1,1001,101,1,1011,4,3,3,4,3,1,L,CL,AL,L,CLC,,C,A,,C,,,,,C,L,L,L,L,L,1,1,1,1,1,F,5,ultima
1,2,2,1,4,e,mo,ti,o,nell,ell,ø,A,N,SA,ø,L,LC,LCL,LCLA,LCLAL,C,KC,CKC,LCKC,LLCKC,ø,VV,CVV,CVV,VV,CVC,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,2,2,2,2,1,1,1,1001,101,1,1011,4,3,3,4,3,1,L,CL,AL,L,CKC,,C,A,,C,,,,,C,L,L,L,L,K,1,1,1,1,1,F,5,ultima
3,3,5,6,3,Emp,feh,lungs,schrei,ben,en,ø,N,NN,SAS,ø,K,KC,KCA,KCAL,KCALC,C,KC,CKC,DCKC,CDCKC,ø,VC,CVV,CVCC,CCVV,CVC,1,0,3,1,2,1,0,2,0,1,0,1,1,2,1,1,2,1,2,1,2,1001,101,1111,111,1101,3,2,2,3,2,1,KC,AL,CKCC,CCD,CKC,,A,C,CC,C,C,,CC,,C,K,L,K,D,K,1,1,2,1,0,T,5,sekunda
3,2,3,4,3,ent,ge,gen,brin,gen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVV,CVC,CCVC,CVC,2,0,2,3,2,2,0,1,1,1,0,1,1,2,1,1,2,1,1,1,2,1101,101,1101,111,2001,2,2,2,3,2,1,KCC,CL,CKC,CCK,CKC,,C,C,CC,C,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,fah,ren,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVC,CVV,CVC,2,0,2,0,2,2,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1101,101,1101,101,1011,2,2,2,3,3,-1,KCC,CL,CKC,CL,CKC,,C,C,C,C,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
3,2,3,2,3,ent,ge,gen,ge,hen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,LKC,CLKC,CCLKC,ø,VCC,CVV,CVC,CVV,VC,2,0,2,0,1,2,0,1,0,1,0,1,1,1,0,1,2,1,2,1,2,1101,101,1101,101,1001,2,2,2,2,3,-1,KCC,CL,CKC,CL,KC,,C,C,C,,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
3,2,3,2,5,ent,ge,gen,ge,setzt,etzt,ø,A,F,S,ø,K,KC,KCC,KCCC,KCCCL,C,AC,KAC,CKAC,KCKAC,ø,VCC,CVV,CVC,CV,CVCC,2,0,2,1,3,2,0,1,0,2,0,1,1,1,1,1,2,1,1,1,1,1101,101,1101,101,301,2,2,2,2,1,-1,KCC,CL,CKC,CK,CKAC,,C,C,C,C,CC,,C,,AC,K,L,K,K,K,2,1,0,0,2,F,5,sekunda
3,2,3,3,3,ent,ge,gen,hal,ten,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,CCKC,KCCKC,ø,VCC,CVV,CVC,CVC,CVC,2,0,2,2,2,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1101,101,1101,111,1101,2,2,2,2,2,1,KCC,CL,CKC,CKC,CKC,,C,C,C,C,CC,,C,C,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,kom,men,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVV,CVC,CVC,CVC,2,0,2,2,2,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1101,101,1101,101,2001,2,2,2,2,2,1,KCC,CL,CKC,CK,CKC,,C,C,C,C,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,Ent,ge,gen,kom,men,en,ø,N,F,S,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVV,CVC,CVC,CVC,2,0,2,2,2,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1101,101,1101,101,2001,2,2,2,2,2,1,KCC,CL,CKC,CK,CKC,,C,C,C,C,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,T,5,sekunda
3,2,3,3,4,ent,ge,gen,kom,mend,end,ø,A,F,S,ø,K,KC,KCC,KCCC,KCCCL,C,CC,KCC,CKCC,KCKCC,ø,VCC,CVV,CVC,CVC,CVCC,2,0,2,2,3,2,0,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1101,101,1101,101,2101,2,2,2,2,2,1,KCC,CL,CKC,CK,CKCC,,C,C,C,C,CC,,C,,CC,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,lau,fen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,DCKC,CDCKC,ø,VCC,CVV,CVC,CVV,CVC,2,0,2,0,2,2,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1101,101,1101,11,1101,2,2,2,4,2,-1,KCC,CL,CKC,CD,CKC,,C,C,C,C,CC,,C,,C,K,L,K,D,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,neh,men,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVC,CVV,CVC,2,0,2,0,2,2,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1101,101,1101,1001,2001,2,2,2,3,2,1,KCC,CL,CKC,CL,CKC,,C,C,C,C,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
3,2,3,2,3,ent,ge,gen,se,hen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,LKC,CLKC,CCLKC,ø,VCC,CVV,CVC,CVV,VC,2,0,2,0,1,2,0,1,0,1,0,1,1,1,0,1,2,1,2,1,2,1101,101,1101,101,1001,2,2,2,2,3,-1,KCC,CL,CKC,CL,KC,,C,C,C,,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,set,zen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,AKC,KAKC,CKAKC,ø,VCC,CVV,CVC,CVC,CVC,2,0,2,2,2,2,0,1,1,1,0,1,1,1,1,1,2,1,1,1,2,1101,101,1101,101,1101,2,2,2,2,2,0,KCC,CL,CKC,CK,AKC,,C,C,C,A,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,ste,hen,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,LKC,CLKC,CCLKC,ø,VCC,CVV,CVC,CCVV,VC,2,0,2,1,1,2,0,1,0,1,0,1,1,2,0,1,2,1,2,1,2,1101,101,1101,201,1001,2,2,2,2,3,-1,KCC,CL,CKC,CCL,KC,,C,C,CC,,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
3,2,3,4,3,ent,ge,gen,stel,len,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVV,CVC,CCVC,CVC,2,0,2,3,2,2,0,1,1,1,0,1,1,2,1,1,2,1,1,1,2,1101,101,1101,201,1011,2,2,2,2,3,-1,KCC,CL,CKC,CCK,CKC,,C,C,CC,C,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,4,3,ent,ge,gen,stem,men,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVV,CVC,CCVC,CVC,2,0,2,3,2,2,0,1,1,1,0,1,1,2,1,1,2,1,1,1,2,1101,101,1101,201,2001,2,2,2,2,2,1,KCC,CL,CKC,CCK,CKC,,C,C,CC,C,CC,,C,,C,K,L,K,K,K,2,1,0,1,0,F,5,sekunda
3,2,3,3,3,ent,ge,gen,tre,ten,en,ø,V,PV,SS,ø,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVC,CCVV,CVC,2,0,2,1,2,2,0,1,0,1,0,1,1,2,1,1,2,1,2,1,2,1101,101,1101,111,1101,2,2,2,2,2,1,KCC,CL,CKC,CCL,CKC,,C,C,CC,C,CC,,C,,C,K,L,K,L,K,2,1,0,1,0,F,5,sekunda
2,3,2,2,3,En,thu,si,as,mus,us,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVV,CVV,VC,CVC,1,0,0,1,2,1,0,0,1,1,0,1,1,0,1,1,2,2,1,1,0,1001,101,101,101,1101,3,3,3,2,2,1,KC,CL,CL,KC,CKC,,C,C,,C,C,,,C,C,K,L,L,K,K,1,1,1,1,1,T,5,paenultima
2,3,2,1,6,en,thu,si,a,stisch,isch,ø,A,N,SA,ø,K,KC,KCC,KCCL,KCCLC,C,KC,CKC,CCKC,KCCKC,ø,VC,CVV,CVV,VC,CVC,1,0,0,1,2,1,0,0,1,1,0,1,1,0,1,1,2,2,1,1,1,1001,101,101,101,201,3,3,3,2,2,-1,KC,CL,CL,KC,CKC,,C,C,,C,C,,,C,C,K,L,L,K,K,1,1,1,1,1,F,5,paenultima
3,2,3,3,3,ent,my,thi,sie,ren,en,ent,V,V,AS,noacc,K,KC,KCC,KCCC,KCCCL,C,KC,CKC,LCKC,CLCKC,ø,VCC,CVV,CVV,CVV,CVC,2,0,0,0,2,2,0,0,0,1,0,1,1,1,1,1,2,2,2,1,1,1101,1001,101,101,1011,2,3,3,3,3,-1,KCC,CL,CL,CL,CKC,,C,C,C,C,CC,,,,C,K,L,L,L,K,2,1,1,1,0,F,5,paenultima
2,2,2,2,2,En,to,mo,lo,ge,e,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,K,CK,LCK,CLCK,LCLCK,ø,VCC,VV,CVV,CVV,CV,2,0,0,0,1,2,0,0,0,0,0,0,1,1,1,1,2,2,2,1,0,1101,1,1001,11,101,2,4,3,3,2,-1,KCC,L,CL,CL,CK,,,C,C,C,CC,,,,,K,L,L,L,K,2,1,1,1,0,T,5,paenultima
2,2,2,2,3,En,to,mo,lo,gie,ie,ø,N,ø,ø,ø,K,KC,KCC,KCCL,KCCLC,L,CL,LCL,CLCL,LCLCL,ø,VCC,VV,CVV,CVV,CVV,2,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,2,2,2,2,0,1101,1,1001,11,101,2,4,3,3,3,-1,KCC,L,CL,CL,CL,,,C,C,C,CC,,,,,K,L,L,L,L,2,1,1,1,1,T,5,ultima
3,3,3,2,4,ent,per,s3n,li,chen,en,ent,V,A,AS,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,KCKC,CKCKC,noacc,VCC,CVC,CVVC,CVC,CVC,2,2,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1101,111,1101,11,1101,2,2,2,4,2,-1,KCC,CKC,CLC,CK,CKC,,C,C,C,C,CC,C,C,,C,K,K,L,K,K,2,1,1,1,0,F,5,antepaenultima
3,3,3,2,5,Ent,per,s3n,li,chung,ung,ent,N,V,SA,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,KCKC,CKCKC,ø,VCC,CVC,CVVC,CVC,CVC,2,2,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1101,111,1101,11,1101,2,2,2,4,2,-1,KCC,CKC,CLC,CK,CKC,,C,C,C,C,CC,C,C,,C,K,K,L,K,K,2,1,1,1,1,T,5,antepaenultima
3,5,5,2,3,ent,schei,dungs,f1,hig,ig,ent,A,NA,SAS,noacc,K,KC,KCC,KCCC,KCCCD,C,KC,LKC,CLKC,CCLKC,ø,VCC,CVV,CVCC,CVV,VC,2,0,3,0,1,2,0,2,0,1,0,1,1,1,0,1,2,1,2,1,2,1101,101,1201,101,101,2,3,2,2,3,-1,KCC,CD,CKCC,CL,KC,,C,C,C,,CC,,CC,,C,K,D,K,L,K,2,1,2,1,1,F,5,sekunda
3,6,2,3,4,Ent,schlu$,lo,sig,keit,eit,ent,N,A,SAA,noacc,K,KC,KCC,KCCC,KCCCC,C,DC,CDC,CCDC,KCCDC,ø,VCC,CCVC,CVV,CVC,CVVC,2,3,0,2,1,2,1,0,1,1,0,2,1,1,1,1,1,2,1,2,1,1101,211,11,201,201,2,2,3,2,2,-1,KCC,CCKC,CL,CKC,CDC,,CC,C,C,C,CC,C,,C,C,K,K,L,K,D,2,1,1,1,1,T,5,sekunda
3,4,5,3,5,Ent,wick,lungs,pro,gramm,amm,ent,N,NN,SAS,noacc,K,KC,KCC,KCCC,KCCCK,C,KC,CKC,CCKC,LCCKC,ø,VCC,CVC,CCVCC,CCVV,CCVC,2,2,4,1,3,2,1,2,0,1,0,1,2,2,2,1,1,1,2,1,2,1101,101,1211,111,1111,2,3,2,2,2,1,KCC,CK,CCKCC,CCL,CCKC,,C,CC,CC,CC,CC,,CC,,C,K,K,K,L,K,2,1,2,1,1,T,5,sekunda
3,4,5,3,4,Ent,wick,lungs,ten,denz,enz,ent,N,NN,SAS,noacc,K,KC,KCC,KCCC,KCCCK,A,CA,KCA,CKCA,CCKCA,ø,VCC,CVC,CCVCC,CVC,CVCC,2,2,4,2,3,2,1,2,1,2,0,1,2,1,1,1,1,1,1,1,2,1101,101,1211,1101,1201,2,3,2,2,2,1,KCC,CK,CCKCC,CKC,CKCA,,C,CC,C,C,CC,,CC,C,CA,K,K,K,K,K,2,1,2,1,2,T,5,sekunda
3,3,5,3,4,ent,z2n,dungs,hem,mend,end,ent,A,ø,SAS,noacc,K,KC,KCC,KCCA,KCCAK,C,CC,KCC,CKCC,KCKCC,ø,VCC,CVC,CVCC,CVC,CVCC,2,2,3,2,3,2,1,2,1,2,0,1,1,1,1,1,1,1,1,1,2,1101,1101,1201,101,2101,2,2,2,2,2,1,KCC,AKC,CKCC,CK,CKCC,,A,C,C,C,CC,C,CC,,CC,K,K,K,K,K,2,1,2,1,0,F,5,sekunda
2,2,3,2,3,En,zy,klo,p1,die,ie,ø,N,ø,ø,ø,K,KC,KCA,KCAL,KCALC,L,CL,KCL,CKCL,LCKCL,ø,VC,CVVC,CVV,CVC,CVV,1,1,0,2,0,1,1,0,1,0,0,1,1,1,1,1,2,2,1,2,0,1001,201,11,101,101,3,2,3,2,3,-1,KC,ALC,CL,CK,CL,,A,C,C,C,C,C,,,,K,L,L,K,L,1,1,1,1,1,T,5,ultima
1,3,2,2,2,E,phe,me,ri,de,e,ø,N,N,S,ø,L,LC,LCL,LCLC,LCLCL,K,CK,LCK,CLCK,LCLCK,ø,VV,CVV,CVV,CVV,CV,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,1,1,101,1001,11,101,4,2,3,4,2,1,L,CL,CL,CL,CK,,C,C,C,C,,,,,,L,L,L,L,K,1,1,1,1,0,T,5,paenultima
1,2,2,2,2,E,pi,ge,ne,se,e,ø,N,ø,SS,ø,L,LC,LCL,LCLC,LCLCL,K,CK,LCK,CLCK,LCLCK,ø,VV,CVV,CVV,CVV,CV,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,2,2,2,2,1,2,1,101,101,1001,101,4,3,2,3,2,1,L,CL,CL,CL,CK,,C,C,C,C,,,,,,L,L,L,L,K,1,1,1,1,0,T,5,paenultima
1,2,2,3,4,e,pi,go,nen,haft,aft,ø,A,N,SAA,ø,L,LC,LCL,LCLC,LCLCL,C,CC,KCC,CKCC,CCKCC,ø,VV,CVV,CVV,CVC,CVCC,0,0,0,2,3,0,0,0,1,2,0,1,1,1,1,2,2,2,1,1,1,1,101,101,2001,301,4,3,2,2,1,1,L,CL,CL,CKC,CKCC,,C,C,C,C,,,,C,CC,L,L,L,K,K,1,1,1,0,2,F,5,antepaenultima
